Nation,Similarity Score
Afghanistan,52
Albania,101
Algeria,66
Andorra,167
Angola,35
Antigua and Barbuda,48
Armenia,48
Australia,62
Austria,117
Azerbaijan,51
Bahamas,48
Belarus,67
Belgium,136
Belize,45
Benin,173
Bosnia and Herzegovina,146
Brazil,17
Bulgaria,93
Burkina Faso,176
Burundi,20
Cambodia,175
Cameroon,197
Canada,76
Cape Verde,41
Central African Republic,157
Chad,62
Chile,60
Comoros,48
Congo,89
Costa Rica,32
Cote d'Ivoire,159
Croatia,96
Cuba,18
Cyprus,159
Czechia,72
Democratic Republic of Congo,161
Denmark,192
Djibouti,208
Dominica,126
Dominican Republic,43
Ecuador,46
Egypt,95
Equatorial Guinea,48
Eritrea,54
Estonia,109
Eswatini,69
Ethiopia,64
Finland,93
France,130
Gambia,57
Georgia,76
Germany,131
Greece,137
Grenada,48
Guatemala,34
Guinea,60
Guinea-Bissau,48
Guyana,36
Haiti,102
Honduras,41
Hungary,183
India,7
International,48
Iran,115
Iraq,36
Ireland,76
Israel,58
Italy,138
Jamaica,34
Japan,99
Jordan,108
Kazakhstan,14
Kenya,52
Kosovo,104
Kyrgyzstan,9
Laos,116
Latvia,181
Lebanon,64
Lesotho,149
Liberia,44
Libya,38
Liechtenstein,48
Lithuania,100
Luxembourg,127
Madagascar,130
Malawi,163
Maldives,48
Mali,233
Malta,48
Marshall Islands,48
Mauritania,52
Mauritius,93
Mexico,71
Moldova,106
Monaco,32
Montenegro,48
Morocco,58
Mozambique,90
Myanmar,63
Namibia,183
Netherlands,147
Nicaragua,37
Niger,109
North Macedonia,48
Norway,94
Pakistan,110
Palestine,53
Papua New Guinea,197
Peru,42
Philippines,4
Portugal,59
Qatar,29
Romania,139
Russia,94
Saint Kitts and Nevis,48
Saint Lucia,48
Saint Vincent and the Grenadines,48
Samoa,48
San Marino,114
Sao Tome and Principe,48
Saudi Arabia,34
Senegal,167
Serbia,124
Seychelles,81
Sierra Leone,137
Slovakia,91
Slovenia,154
Solomon Islands,98
Somalia,174
South Africa,121
South Korea,181
South Sudan,92
Spain,69
Sri Lanka,90
Sudan,70
Suriname,77
Sweden,170
Switzerland,142
Syria,144
Tanzania,86
Thailand,199
Timor,59
Togo,171
Trinidad and Tobago,57
Tunisia,67
Turkey,94
Uganda,19
Ukraine,87
United Arab Emirates,145
United States,39
Uruguay,185
Vanuatu,111
Vatican,48
Venezuela,54
Vietnam,91
Yemen,173
Zambia,179
Zimbabwe,34
Gabon,29
Kuwait,19
Nigeria,60
Paraguay,12
Poland,106
Tajikistan,141
United Kingdom,35
Colombia,29
Panama,18
Bangladesh,30
Botswana,121
Barbados,107
Fiji,124
Nepal,7
New Zealand,42
Uzbekistan,120
Argentina,5
Indonesia,74
Malaysia,97
Rwanda,21
Singapore,124
Brunei,154
El Salvador,33
Iceland,114
Mongolia,103
Oman,47
Bhutan,32
Taiwan,41
Bahrain,17
Bolivia,19
China,40
Hong Kong,23
