country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,7,0,0,0.283
Albania,2,0,0,5.212
Algeria,9,0,0.046,1.3
Andorra,8,0,38.827,336.504
Angola,7,0,0.061,0.061
Antigua and Barbuda,7,0,0,0
Argentina,9,0.014,0.022,1.217
Armenia,2,0,0.675,5.737
Australia,3,0,0.078,13.49
Austria,6,0.41,1.999,57.404
Azerbaijan,5,0,0,2.663
Bahamas,5,0,0,2.543
Bahrain,3,0,0,13.517
Bangladesh,7,0.001,0,0
Barbados,1,0,0,24.359
Belarus,7,0,0,0
Belgium,8,0.209,6.73,146.856
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,9,0,0,1.296
Bolivia,4,0,0.086,0.6
Bosnia and Herzegovina,1,0,0.305,19.812
Botswana,7,0,0,0
Brazil,9,0,0.118,1.656
Brunei,3,0,0,13.715
Bulgaria,9,0,0.144,2.159
Burkina Faso,4,0,0.048,0.718
Burundi,7,0,0,0
Cambodia,7,0,0,0.239
Cameroon,9,0,0.151,1.808
Canada,1,0.609,0.079,18.653
Cape Verde,9,0,0,1.799
Central African Republic,7,0,0,0
Chad,7,0,0,0
Chile,3,0.093,0.052,12.032
China,7,0,0.003,0.085
Colombia,9,0.029,0.079,1.847
Comoros,7,0,0,0
Congo,5,0,0,2.718
Costa Rica,5,0.044,0,3.73
Cote d'Ivoire,5,0,0.038,2.426
Croatia,3,0.167,0.244,13.641
Cuba,9,0.03,0,1.766
Cyprus,6,0.605,0,39.959
Czechia,3,0.266,0.467,17.369
Democratic Republic of Congo,7,0,0,0
Denmark,6,0.225,1.209,34.184
Djibouti,5,0,0,4.049
Dominica,7,0,0,0
Dominican Republic,3,0.034,1.014,12.906
Ecuador,2,0.011,0.567,5.725
Egypt,4,0,0.039,0.322
El Salvador,4,0,0,0.771
Equatorial Guinea,7,0,0,0
Eritrea,9,0,0,1.692
Estonia,1,0.654,1.508,25.631
Eswatini,7,0,0,0
Ethiopia,7,0,0,0.043
Fiji,7,0.018,0,0
Finland,3,0.106,0.361,13.175
France,6,0,4.504,39.878
Gabon,7,0,0,0
Gambia,4,0,0,0.414
Georgia,7,0,0,0.251
Germany,6,0,1.194,52.516
Ghana,4,0,0,0.354
Greece,2,0.076,0.576,9.114
Grenada,1,0,0,17.775
Guatemala,7,0.001,0,0
Guinea,4,0,0,0.609
Guinea-Bissau,7,0,0,0
Guyana,7,0,0,0
Haiti,4,0,0,0.614
Honduras,9,0,0.202,1.514
Hungary,2,0.191,0.207,6.729
Iceland,8,2.93,0,167.033
India,7,0,0.002,0.027
Indonesia,4,0.002,0.044,0.475
International,7,0,0,0
