country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,6,0,0,1.516
Albania,1,0,0,10.077
Algeria,8,0,0.114,2.212
Andorra,9,0,0,0
Angola,9,0,0,0
Antigua and Barbuda,9,0,0,0
Argentina,1,0.048,0.288,6.439
Armenia,3,0,0,16.873
Australia,9,0.558,0.314,0.392
Austria,1,0.449,1.332,8.549
Azerbaijan,8,0,0,2.959
Bahamas,3,0,5.086,17.8
Bahrain,0,1.313,0.588,111.661
Bangladesh,8,0.022,0.043,2.514
Barbados,4,0,3.48,3.48
Belarus,0,0.803,0.212,78.418
Belgium,0,1.5,19.673,78.346
Belize,9,0,0,0
Benin,9,0,0,0
Bhutan,6,0,0,1.296
Bolivia,1,0.012,0.514,8.053
Bosnia and Herzegovina,3,0,0.305,13.716
Botswana,9,0,0,0
Brazil,7,0,1.999,20.131
Brunei,9,0,0,0
Bulgaria,1,0,0.432,10.506
Burkina Faso,9,0,0.096,0.335
Burundi,9,0,0,0
Cambodia,9,0,0,0
Cameroon,1,0,0,6.442
Canada,2,0.602,4.319,43.347
Cape Verde,3,0,0,16.187
Central African Republic,9,0,0,0.414
Chad,9,0,0,0
Chile,7,0.336,0.418,26.993
China,9,0,0,0.011
Colombia,5,0.068,0.177,4.029
Comoros,9,0,0,0
Congo,9,0,0,0
Costa Rica,6,0.05,0,0.982
Cote d'Ivoire,8,0.019,0,1.971
Croatia,1,0.302,0.487,7.551
Cuba,5,0.167,0.265,4.061
Cyprus,5,2.651,0,5.708
Czechia,5,0.738,0.187,5.136
Democratic Republic of Congo,9,0.001,0,0.201
Denmark,7,2.156,1.726,28.141
Djibouti,3,0,0,12.146
Dominica,9,0,0,0
Dominican Republic,7,0.091,0.461,22.401
Ecuador,7,0.101,1.304,18.874
Egypt,8,0,0.107,2.267
El Salvador,8,0.159,0.154,2.004
Equatorial Guinea,9,0,0,0
Eritrea,9,0,0,0
Estonia,7,0.937,0.754,24.877
Eswatini,9,0,0,0
Ethiopia,9,0.008,0,0
Fiji,9,0.06,0,0
Finland,7,0.661,4.151,27.975
France,2,0,7.905,35.589
Gabon,9,0,0.449,0.449
Gambia,9,0,0,0
Georgia,8,0,0,2.256
Germany,2,0,3.533,29.612
Ghana,9,0,0,0
Greece,5,0.216,0.384,5.277
Grenada,9,0,0,0
Guatemala,5,0.019,0.167,3.796
Guinea,1,0,0,7.691
Guinea-Bissau,9,0,0,0
Guyana,5,0,0,3.814
Haiti,6,0,0.088,0.877
Honduras,6,0,0.101,0.909
Hungary,3,0.278,1.449,12.008
Iceland,3,0.566,0,11.722
India,6,0,0.029,1.237
Indonesia,6,0.005,0.044,1.305
International,9,0,0,0
Iran,3,0,1.072,12.263
