country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,5,0,0.103,2.158
Albania,9,0,0.347,8.687
Algeria,5,0,0.228,2.258
Andorra,8,0,0,77.655
Angola,7,0,0,0.03
Antigua and Barbuda,9,0,0,10.212
Argentina,5,0.044,0.111,2.5
Armenia,6,0,0,24.298
Australia,7,0.494,0,0.275
Austria,2,1.419,2.11,5.774
Azerbaijan,2,0,0,3.748
Bahamas,7,0,0,0
Bahrain,6,2.008,0,31.735
Bangladesh,5,0.021,0.061,2.368
Barbados,7,0,0,0
Belarus,8,0.678,0.317,59.052
Belgium,8,1.345,22.779,80.503
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,5,0.037,0.257,0.942
Bosnia and Herzegovina,9,0,0.61,7.925
Botswana,5,0,0,0.85
Brazil,1,0,0.776,12.599
Brunei,7,0,0,0
Bulgaria,9,0,0.576,7.052
Burkina Faso,7,0,0.048,0.431
Burundi,7,0,0,0.505
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,8,1.121,4.451,59.906
Cape Verde,9,0,0,8.993
Central African Republic,7,0,0,0
Chad,7,0,0,0
Chile,6,0.333,0.68,24.273
China,7,0,0,0.01
Colombia,2,0.06,0.197,4.068
Comoros,7,0,0,0
Congo,2,0,0,3.806
Costa Rica,5,0.059,0,2.356
Cote d'Ivoire,5,0.013,0.038,1.365
Croatia,9,0,0,10.231
Cuba,2,0.174,0.177,4.591
Cyprus,9,1.645,1.142,6.85
Czechia,9,0.823,0.654,9.245
Democratic Republic of Congo,7,0.001,0,0.1
Denmark,6,2.004,2.417,37.464
Djibouti,6,0,0,29.352
Dominica,7,0,0,0
Dominican Republic,6,0.094,1.383,23.599
Ecuador,6,0.064,0.964,25.619
Egypt,5,0,0.117,1.651
El Salvador,5,0.156,0,1.85
Equatorial Guinea,5,0,0.713,0.713
Eritrea,7,0,0,0
Estonia,2,1.306,0.754,5.277
Eswatini,7,0,0,0
Ethiopia,7,0.009,0,0.017
Fiji,7,0.076,0,0
Finland,1,0.758,1.444,20.755
France,4,0,8.334,-33.52
Gabon,2,0,0,4.493
Gambia,7,0,0,0
Georgia,5,0,0.251,2.005
Germany,6,0,2.936,28.132
Ghana,2,0,0,3.604
Greece,7,0.127,0,0.672
Grenada,9,0,0,8.887
Guatemala,5,0.008,0.056,1.228
Guinea,2,0,0,5.559
Guinea-Bissau,7,0,0,0
Guyana,5,0,0,1.271
Haiti,7,0,0.088,0.438
Honduras,5,0,0,1.615
Hungary,9,0.274,1.242,7.246
Iceland,1,1.832,0,20.513
India,5,0,0.026,0.935
Indonesia,5,0.004,0.069,1.035
International,7,0,0,0
Iran,1,0,1.119,14.215
Iraq,7,0.051,0,0.721
Ireland,0,1.086,7.898,127.79
Israel,6,1.536,0.347,25.995
