country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,7,0,0.206,7.09
Albania,2,0,0.695,26.757
Algeria,1,0,0.16,5.473
Andorra,9,0,0,0
Angola,9,0,0,0
Antigua and Barbuda,9,0,0,0
Argentina,0,0.223,0.752,63.856
Armenia,3,0,4.387,256.139
Australia,4,1.941,0,0.235
Austria,1,0.688,0,4.996
Azerbaijan,0,0,0.69,50.99
Bahamas,9,0,0,0
Bahrain,3,5.11,1.175,425.486
Bangladesh,6,0.112,0.243,23.487
Barbados,9,0,0,0
Belarus,2,2.157,0.635,35.029
Belgium,7,1.256,0.431,8.542
Belize,1,0,0,2.515
Benin,1,0,0,2.97
Bhutan,9,0,0,0
Bolivia,8,0.174,1.799,78.814
Bosnia and Herzegovina,0,0,0.914,42.368
Botswana,9,0,0,0
Brazil,3,0,4.658,220.456
Brunei,9,0,0,0
Bulgaria,6,0.399,0.576,15.111
Burkina Faso,9,0,0,0.335
Burundi,9,0,0,0
Cambodia,9,0,0,0.538
Cameroon,9,0,0,0
Canada,1,1.057,0.106,4.398
Cape Verde,0,0.514,3.597,43.166
Central African Republic,6,0,0,19.877
Chad,9,0,0,0.122
Chile,3,0.955,8.631,224.731
China,9,0,0,0.017
Colombia,0,0.371,3.086,75.526
Comoros,9,0,0,0
Congo,9,0,0,0
Costa Rica,2,0.135,0,29.838
Cote d'Ivoire,6,0.059,0.152,15.354
Croatia,6,0,0,13.641
Cuba,9,0.202,0,0.353
Cyprus,4,1.209,0,0
Czechia,6,0.423,0.374,15.688
Democratic Republic of Congo,5,0.011,0.078,1.574
Denmark,7,2.734,0.173,6.733
Djibouti,7,0,0,8.097
Dominica,9,0,0,0
Dominican Republic,0,0.336,1.291,57.43
Ecuador,2,0.113,3.571,39.676
Egypt,6,0,0.85,15.879
El Salvador,2,0.397,1.079,27.905
Equatorial Guinea,9,0,0,0
Eritrea,7,0,0,6.485
Estonia,5,0.427,0,1.508
Eswatini,6,0,0,18.963
Ethiopia,5,0.047,0.07,2.175
Fiji,9,0.035,0,0
Finland,1,0.393,0.18,3.429
France,2,0.786,0.398,24.328
Gabon,0,0,0,54.814
Gambia,9,0,0,0
Georgia,9,0,0,0.501
Germany,7,0,0.298,7.937
Ghana,7,0.061,0.257,11.618
Greece,5,0.385,0,2.111
Grenada,9,0,0,0
Guatemala,7,0.11,2.735,11.666
Guinea,7,0,0,6.548
Guinea-Bissau,2,0,1.524,29.472
Guyana,9,0,0,0
Haiti,6,0,0.175,15.698
Honduras,0,0,4.543,63.405
Hungary,9,0.199,0.104,0.414
Iceland,7,0.736,0,5.861
India,6,0.156,0.278,13.443
Indonesia,1,0,0.23,4.533
International,9,0,0,0
Iran,2,0.327,1.298,31.288
Iraq,0,0.296,3.033,51.066
Ireland,5,0.747,0.608,1.823
Israel,0,1.91,0.347,53.607
Italy,1,0.873,0.496,4.218
Jamaica,5,0.208,0,0.675
Japan,5,0.038,0,0.846
Jordan,5,0,0,1.764
Kazakhstan,2,1.199,0.533,30.304
Kenya,1,0.057,0.093,2.771
Kosovo,2,0,1.035,35.7
Kuwait,3,0.884,0.468,214.257
Kyrgyzstan,2,0,0.46,37.093
Laos,9,0,0,0
Latvia,4,1.215,0,0.53
Lebanon,1,0,0,5.128
Lesotho,1,0,0,3.268
Liberia,5,0,0,0.593
Libya,5,0.069,0,2.183
Liechtenstein,9,0,0,0
Lithuania,4,1.639,0,0.735
Luxembourg,2,9.815,0,35.145
Madagascar,1,0,0,3.358
Malawi,1,0.019,0.052,2.352
Malaysia,9,0.4,0,0.185
Maldives,7,1.312,0,11.1
Mali,5,0,0,1.037
Malta,1,1.97,0,4.53
Marshall Islands,9,0,0,0
Mauritania,2,0,0.215,36.132
Mauritius,9,0,0,0
Mexico,0,0.102,5.577,42.2
Moldova,8,0,3.223,80.07
Monaco,9,0,0,0
Mongolia,9,0,0,0
Montenegro,2,0,0,39.805
Morocco,7,0,0.027,7.992
Mozambique,5,0.029,0,0.896
Myanmar,9,0.026,0,0
Namibia,7,0.036,0,7.478
Nepal,6,0.224,0.034,20.352
Netherlands,1,0,0.175,5.311
New Zealand,4,1.885,0,0.415
Nicaragua,9,0,0,0
Niger,9,0,0,0.124
Nigeria,1,0,0.024,3.318
North Macedonia,8,0.516,1.44,78.238
Norway,7,0.725,0,8.116
Oman,3,0.786,1.762,221.673
Pakistan,6,0.095,0.33,14.206
Palestine,2,0,0,34.304
Panama,3,0.702,2.549,201.17
Papua New Guinea,9,0,0,0.112
Paraguay,6,0.223,0,19.909
Peru,8,0.166,5.399,114.097
Philippines,7,0.145,0.11,9.162
Poland,7,0.484,0.449,7.293
Portugal,0,1.546,0.588,44.23
Qatar,3,1.533,1.041,328.351
