country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0.18,19.549
Albania,1,0,0,23.977
Algeria,3,0,0.228,2.554
Andorra,3,0,0,0
Angola,3,0,0,0.061
Antigua and Barbuda,3,0,0,0
Argentina,1,0.105,0.465,26.728
Armenia,5,0,5.4,133.975
Australia,3,0.619,0,0.471
Austria,3,0.314,0.111,2.887
Azerbaijan,0,0,0.296,36.196
Bahamas,3,0,0,0
Bahrain,4,3.984,2.351,461.923
Bangladesh,1,0.091,0.231,18.817
Barbados,3,0,0,3.48
Belarus,5,0,0.423,74.82
Belgium,2,1.027,0.518,6.126
Belize,3,0,0,2.515
Benin,3,0,0.247,3.382
Bhutan,3,0,0,1.296
Bolivia,0,0.119,1.799,52.6
Bosnia and Herzegovina,0,0,0.61,44.806
Botswana,3,0,0,0
Brazil,5,0,2.95,97.135
Brunei,3,0,0,0
Bulgaria,2,0.203,0.288,7.34
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,0,0,2.411,44.564
Canada,2,0.813,0.265,9.512
Cape Verde,1,0.455,1.799,17.986
Central African Republic,0,0,0,34.163
Chad,3,0,0,0
Chile,4,0.984,2.04,269.039
China,3,0,0,0.03
Colombia,0,0.247,1.16,41.743
Comoros,3,0,0,0
Congo,1,0,0.544,28.089
Costa Rica,2,0.047,0,5.693
Cote d'Ivoire,2,0.033,0.038,13.458
Croatia,3,0.035,0,0.487
Cuba,3,0.228,0,1.236
Cyprus,3,0.71,0,2.283
Czechia,2,0.343,0.093,3.735
Democratic Republic of Congo,3,0,0.056,0.659
Denmark,2,3.058,0.173,4.144
Djibouti,0,0,0,36.437
Dominica,3,0,0,0
Dominican Republic,1,0.168,1.198,28.485
Ecuador,1,0.071,1.87,32.364
Egypt,1,0,0.948,16.524
El Salvador,1,0.377,0,16.342
Equatorial Guinea,3,0,0,0
Eritrea,2,0,0,3.666
Estonia,3,1.054,0,0.754
Eswatini,2,0,0,13.791
Ethiopia,3,0.049,0.026,1.531
Fiji,3,0.048,0,0
Finland,3,0.343,0,0.722
France,3,0.672,0.444,2.329
Gabon,4,0,1.797,256.096
Gambia,3,0,0,0.828
Georgia,2,0,0,3.76
Germany,3,0,0.072,1.957
Ghana,3,0.066,0,0
Greece,3,0.377,0.096,1.247
Grenada,3,0,0,0
Guatemala,1,0.093,0.837,23.834
Guinea,3,0,0.076,3.046
Guinea-Bissau,1,0,0,16.26
Guyana,3,0,0,0
Haiti,1,0,0.526,24.205
Honduras,1,0,1.01,32.308
Hungary,3,0.169,0.104,0.725
Iceland,3,0.079,0,2.93
India,2,0.084,0.275,7.73
Indonesia,2,0,0.234,3.718
International,3,0,0,0
