country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Russia,0,72.354,1.34,0
Rwanda,4,0.54,0.79,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,1,559.844,0.86,0
Sao Tome and Principe,2,0,0.42,0
Saudi Arabia,0,48.458,1.29,0
Senegal,4,6.211,1.33,0
Serbia,4,16.753,0.65,0
Seychelles,4,0,0,0
Sierra Leone,4,3.259,0.99,0
Singapore,3,134.693,1.02,0
Slovakia,4,1.465,0.65,0
Slovenia,4,1.443,0.46,6.734
Solomon Islands,4,0,0,0
Somalia,4,2.391,0.88,0
South Africa,4,3.979,1.34,0
South Korea,4,0.078,0.68,0
South Sudan,4,0.536,0,0
Spain,4,21.303,0.76,0
Sri Lanka,4,1.214,1.06,0
Sudan,4,1.688,1.35,0
Suriname,4,0,0,0
Sweden,0,73.867,1.15,0
Switzerland,4,5.893,0.52,0
Syria,4,0.057,0,0
Taiwan,2,0.042,0.35,0
Tajikistan,4,9.017,2.43,0
Tanzania,4,0,0.25,0
Thailand,4,0.014,0.62,0
Timor,4,0,0,0
Togo,4,0,1.02,0
Trinidad and Tobago,4,0,0.04,0
Tunisia,4,0.254,0.62,0
Turkey,4,26.714,0.85,0
Uganda,4,0.044,0,0
Ukraine,4,11.136,1.05,0
United Arab Emirates,0,55.205,1.11,0
United Kingdom,0,56.506,0.9,26.544
United States,0,75.797,0.93,37.698
Uruguay,4,0.864,0.96,0
Uzbekistan,4,0.777,0.97,0
Vanuatu,4,0,0,0
Vatican,1,1236.094,0,0
Venezuela,4,0.633,1.33,0
Vietnam,4,0,0.26,0
Yemen,4,0.101,0,0
Zambia,4,0.435,0.91,0
Zimbabwe,4,0,0,0
