country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0.103,0,0.899
Albania,1,0.347,0,9.382
Algeria,4,0.433,0,4.219
Andorra,3,12.942,0,142.367
Angola,5,0,0,0
Antigua and Barbuda,2,0,0,61.27
Argentina,4,0.066,0,2.921
Armenia,0,0,0,24.635
Australia,1,0.157,0,8.392
Austria,2,1.11,27.203,43.858
Azerbaijan,4,0,0,4.241
Bahamas,5,0,0,0
Bahrain,0,0,0,17.043
Bangladesh,5,0,0,0.03
Barbados,0,0,0,17.399
Belarus,4,0,0,4.974
Belgium,3,11.39,107.424,122.696
Belize,4,0,0,2.515
Benin,5,0,0,0.247
Bhutan,5,0,0,0
Bolivia,5,0.086,0,0.771
Bosnia and Herzegovina,0,0.305,0,14.021
Botswana,5,0,0,0
Brazil,4,0.165,0,4.761
Brunei,4,0,0,2.286
Bulgaria,4,0.576,0,4.03
Burkina Faso,5,0,0,0.67
Burundi,5,0,0,0
Cambodia,5,0,0,0.239
Cameroon,1,0.038,0,7.647
Canada,0,1.06,0,30.549
Cape Verde,5,0,0,0
Central African Republic,5,0,0,1.035
Chad,5,0,0,0
Chile,0,0.209,0,17.42
China,5,0.003,0,0.055
Colombia,4,0.118,0,2.083
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,4,0,0,3.926
Cote d'Ivoire,5,0,0,0.91
Croatia,0,0.244,0,16.564
Cuba,4,0,0,3.178
Cyprus,2,1.142,0,45.667
Czechia,0,0.84,8.217,21.757
Democratic Republic of Congo,5,0,0,0
Denmark,3,2.762,23.998,64.397
Djibouti,1,0,0,9.109
Dominica,5,0,0,0
Dominican Republic,1,0.737,0,9.956
Ecuador,1,1.417,0,11.619
Egypt,5,0.078,0,1.173
El Salvador,5,0,0,0.771
Equatorial Guinea,5,0,0,0.713
Eritrea,5,0,0,0
Estonia,3,0.754,15.077,77.646
Eswatini,5,0,0,0
Ethiopia,5,0,0,0.052
Fiji,5,0,0,0
Finland,0,0.18,12.995,17.507
France,3,17.189,100.439,80.783
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,4,0,0,5.264
Germany,3,2.005,0,75.969
Ghana,5,0,0,0.032
Greece,1,0.959,0,6.62
Grenada,0,0,0,17.775
Guatemala,5,0,0,0.167
Guinea,5,0,0,1.599
Guinea-Bissau,4,0,0,3.049
Guyana,4,0,0,5.085
Haiti,5,0,0,0.175
Honduras,5,0.101,0,0.303
Hungary,4,0.518,0,3.934
Iceland,3,0,32.234,131.868
India,5,0,0,0.017
Indonesia,5,0.04,0,0.717
International,5,0,0,0
Iran,2,1.595,0,32.324
Iraq,5,0,0,1.193
Ireland,3,4.455,27.745,85.868
Israel,2,0.578,0,68.973
Italy,3,12.669,67.282,75.833
Jamaica,5,0,0,0
Japan,4,0.047,0,2.657
Jordan,5,0,0,1.078
Kazakhstan,5,0.16,0,1.544
Kenya,5,0.019,0,0.223
Kosovo,5,0,0,0.517
Kuwait,0,0,0,17.562
Kyrgyzstan,4,0.153,0,2.146
Laos,5,0,0,0
Latvia,0,0.53,0,18.556
Lebanon,4,0.147,0,2.051
Lesotho,5,0,0,0
Liberia,5,0,0,0.198
