country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0.565,0,4.984
Albania,3,0.695,0,25.714
Algeria,1,0.205,0,10.832
Andorra,5,0,0,0
Angola,5,0.061,0,1.217
Antigua and Barbuda,5,0,0,0
Argentina,0,1.372,0,65.913
Armenia,4,4.05,0,117.777
Australia,5,0,0,5.137
Austria,1,0,1.11,6.218
Azerbaijan,0,0.69,0,52.963
Bahamas,5,0,0,0
Bahrain,2,0,0,293.844
Bangladesh,3,0.334,0,18.38
Barbados,5,0,0,0
Belarus,3,0.741,0,21.06
Belgium,5,0,2.761,0
Belize,5,0,0,0
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,4,4.626,0,88.752
Bosnia and Herzegovina,0,2.438,0,49.683
Botswana,5,0,0,0
Brazil,2,5.9,0,213.14
Brunei,5,0,0,0
Bulgaria,3,0.576,4.605,27.056
Burkina Faso,5,0,0,0.144
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,4,1.733,0,87.547
Canada,1,0.45,0,5.511
Cape Verde,0,1.799,0,64.75
Central African Republic,1,0,0,7.868
Chad,5,0,0,0.061
Chile,4,2.616,0,128.791
China,5,0,0,0.019
Colombia,4,2.928,0,82.798
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,0,0,0,48.095
Cote d'Ivoire,1,0.038,0,8.643
Croatia,1,0,0,12.667
Cuba,5,0,0,1.324
Cyprus,5,0,0,1.142
Czechia,1,0.093,1.027,11.112
Democratic Republic of Congo,5,0,0,0
Denmark,5,0.345,0.863,1.726
Djibouti,0,0,0,56.68
Dominica,5,0,0,0
Dominican Republic,3,1.567,0,27.839
Ecuador,0,2.947,0,49.028
Egypt,1,0.655,0,10.329
El Salvador,0,0.925,0,43.169
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,0,0.754,0.754
Eswatini,3,0.862,0,38.788
Ethiopia,5,0,0,0
Fiji,5,0,0,0
Finland,5,0,0,0.902
France,1,0.199,7.829,7.277
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,5,0,0,1.253
Germany,5,0.119,0,3.33
Ghana,3,0,0,28.674
Greece,5,0.096,0,2.59
Grenada,5,0,0,0
Guatemala,0,1.284,0,45.491
Guinea,5,0,0,1.98
Guinea-Bissau,5,0,0,0
Guyana,1,1.271,0,13.985
Haiti,5,0.351,0,5.35
Honduras,4,2.12,0,77.035
Hungary,5,0,0,1.656
Iceland,5,0,0,2.93
India,1,0.35,0,16.488
Indonesia,5,0.249,0,4.636
International,5,0,0,0
Iran,3,2.381,0,31.395
Iraq,0,2.934,0,60.314
Ireland,5,0.203,1.823,1.418
Israel,2,0.578,0,160.591
Italy,5,0.496,1.158,2.266
Jamaica,5,0,0,2.702
Japan,5,0.024,0,1.637
Jordan,5,0,0,0.196
Kazakhstan,0,0,0,73.282
Kenya,5,0.056,0,3.403
Kosovo,4,2.07,0,100.891
Kuwait,4,0.937,0,140.731
Kyrgyzstan,3,1.226,0,21.152
Laos,5,0,0,0
Latvia,5,0,0,3.711
Lebanon,5,0,0,3.223
Lesotho,5,0,0,0
Liberia,5,0.395,0,5.141
Libya,1,0.146,0,9.46
Liechtenstein,5,0,0,0
Lithuania,5,0,0,1.102
Luxembourg,4,0,1.598,97.448
Madagascar,1,0,0,8.017
Malawi,5,0,0,3.973
Malaysia,5,0,0,0.185
Maldives,3,0,0,18.5
Mali,5,0,0,0.839
Malta,5,0,0,2.265
Marshall Islands,5,0,0,0
Mauritania,1,0.43,0,16.345
Mauritius,5,0,0,0
Mexico,0,6.942,0,48.537
Moldova,0,2.727,0,58.255
Monaco,5,0,0,0
Mongolia,5,0,0,0.61
Montenegro,4,4.777,0,105.085
Morocco,1,0.081,0,6.177
Mozambique,5,0,0,0.896
Myanmar,5,0,0,0
Namibia,3,0,0,21.252
Nepal,1,0,0,7.001
Netherlands,5,0.233,1.984,2.159
New Zealand,5,0,0,0.207
Nicaragua,0,1.208,0,49.362
Niger,5,0,0,0.041
Nigeria,5,0.073,0,2.44
North Macedonia,0,2.4,0,57.599
Norway,5,0,0,2.029
Oman,2,1.175,0,247.13
Pakistan,1,0.376,0,13.491
Palestine,0,0.196,0,59.983
Panama,2,6.721,0,221.796
Papua New Guinea,5,0,0,0
Paraguay,1,0,0,6.449
Peru,4,5.459,0,108.426
