country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,0.103
Albania,2,0,0,9.73
Algeria,3,0,0,1.482
Andorra,4,0,0,465.929
Angola,3,0,0,0.03
Antigua and Barbuda,1,0,0,40.846
Argentina,5,0,0,2.544
Armenia,2,0,0,8.437
Australia,0,0,0,17.49
Austria,4,0,0,146.673
Azerbaijan,5,0,0,2.86
Bahamas,0,0,0,10.172
Bahrain,1,0,0,22.92
Bangladesh,3,0,0,0.03
Barbados,3,0,0,0
Belarus,3,0,0,0
Belgium,6,265.496,59.536,111.997
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,3,0,0,0.942
Bosnia and Herzegovina,5,0,0,4.572
Botswana,3,0,0,0
Brazil,5,0,0,2.028
Brunei,0,0,0,11.429
Bulgaria,5,0,0,3.166
Burkina Faso,3,0,0,0.287
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,1,0,0,20.958
Cape Verde,3,0,0,0
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,2,0,0,8.579
China,3,0,0,0.084
Colombia,3,0,0,0.413
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,2,0,0,5.889
Cote d'Ivoire,3,0,0,0.607
Croatia,0,0,0,12.91
Cuba,3,0,0,0.883
Cyprus,0,0,0,15.984
Czechia,1,19.143,3.548,25.306
Democratic Republic of Congo,3,0,0,0.033
Denmark,7,66.641,16.229,27.796
Djibouti,3,0,0,0
Dominica,7,0,0,55.563
Dominican Republic,2,0,0,8.85
Ecuador,0,0,0,13.036
Egypt,3,0,0,0.381
El Salvador,3,0,0,0.617
Equatorial Guinea,5,0,0,2.138
Eritrea,3,0,0,0.564
Estonia,7,39.2,5.277,101.015
Eswatini,5,0,0,1.724
Ethiopia,3,0,0,0
Fiji,3,0,0,0
Finland,0,17.326,4.332,14.078
France,6,212.628,51.338,60.53
Gabon,3,0,0,0.449
Gambia,3,0,0,0
Georgia,3,0,0,1.003
Germany,7,0,0,78.953
Ghana,3,0,0,1.255
Greece,2,0,0,6.812
Grenada,7,0,0,53.324
Guatemala,3,0,0,0.056
Guinea,3,0,0,0
Guinea-Bissau,3,0,0,0
Guyana,3,0,0,0
Haiti,3,0,0,0
Honduras,5,0,0,1.615
Hungary,5,23.084,0,3.623
Iceland,4,58.608,17.582,190.476
India,3,0,0,0.051
Indonesia,3,0,0,0.377
International,3,0,0,0
Iran,1,0,0,28.443
Iraq,3,0,0,0.895
Ireland,7,67.034,0,51.642
Israel,7,0,0,60.077
Italy,6,469.139,59.74,102.594
Jamaica,3,0,0,0
Japan,3,0,0,0.806
Jordan,5,0,0,3.92
Kazakhstan,5,0,0,1.598
Kenya,3,0,0,0.056
Kosovo,5,0,0,4.139
Kuwait,5,0,0,3.044
Kyrgyzstan,3,0,0,0
Laos,3,0,0,0.412
Latvia,0,0,0,12.194
Lebanon,2,0,0,5.128
Lesotho,3,0,0,0
Liberia,3,0,0,0
Libya,3,0,0,0
Liechtenstein,4,0,0,131.106
Lithuania,2,0,0,9.183
Luxembourg,6,223.651,31.95,191.701
Madagascar,3,0,0,0.144
Malawi,3,0,0,0
Malaysia,2,0,0,7.261
Maldives,3,0,0,0
Mali,3,0,0,0.099
Malta,0,22.648,2.265,11.324
Marshall Islands,3,0,0,0
Mauritania,3,0,0,0.215
Mauritius,1,0,0,25.948
Mexico,3,0,0,0.853
Moldova,2,0,0,6.941
Monaco,7,0,0,50.963
Mongolia,3,0,0,0.305
Montenegro,1,0,0,27.067
Morocco,3,0,0,1.355
Mozambique,3,0,0,0.064
Myanmar,3,0,0,0
Namibia,3,0,0,0.394
Nepal,3,0,0,0
Netherlands,7,0,49.198,60.111
New Zealand,0,0,0,16.175
Nicaragua,3,0,0,0
Niger,3,0,0,0.124
Nigeria,3,0,0,0.068
North Macedonia,0,0,0,11.52
Norway,7,49.066,0,52.571
Oman,5,0,0,1.958
Pakistan,3,0,0,0.779
Palestine,5,0,0,4.901
Panama,1,0,0,26.653
Papua New Guinea,3,0,0,0
Paraguay,3,0,0,0.561
Peru,5,0,0,3.033
Philippines,3,0,0,0.648
Poland,5,0,0,4.492
Portugal,7,18.732,5.982,53.841
Qatar,5,0,0,4.165
Romania,2,0,1.507,6.394
Russia,3,0,0,1.247
Rwanda,3,0,0,0.695
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,3,0,0,0
Sao Tome and Principe,3,0,0,0
Saudi Arabia,5,0,0,3.217
Senegal,3,0,0,0.358
Serbia,3,0,0,0
Seychelles,3,0,0,0
Sierra Leone,3,0,0,0
Singapore,2,0,0,8.888
Slovakia,5,0,0,1.832
Slovenia,0,38.962,7.696,16.355
Solomon Islands,3,0,0,0
Somalia,3,0,0,0.063
South Africa,5,0,0,3.676
South Korea,5,0,0,2.029
South Sudan,3,0,0,0
Spain,4,0,0,176.902
Sri Lanka,3,0,0,0.187
Sudan,3,0,0,0
Suriname,3,0,0,0
Sweden,1,0,0,28.319
Switzerland,7,0,0,105.608
Syria,3,0,0,0
Taiwan,3,0,0,0.714
Tajikistan,3,0,0,0
Tanzania,3,0,0,0.017
Thailand,5,0,0,1.59
Timor,3,0,0,0
Togo,3,0,0,0
Trinidad and Tobago,5,0,0,3.573
Tunisia,5,0,0,2.031
Turkey,0,0,0,14.181
Uganda,3,0,0,0
Ukraine,3,0,0,1.166
United Arab Emirates,3,0,0,0
United Kingdom,1,0,0,46.063
United States,7,23.58,3.924,53.897
Uruguay,2,0,0,6.045
Uzbekistan,3,0,0,0.448
Vanuatu,3,0,0,0
Vatican,3,0,0,0
Venezuela,3,0,0,0.563
Vietnam,3,0,0,0.123
Yemen,3,0,0,0
Zambia,3,0,0,0.218
Zimbabwe,3,0,0,0
