country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,20.088
Albania,7,0,0,2.78
Algeria,7,0,0,4.447
Andorra,7,0,0,0
Angola,7,0,0,0.03
Antigua and Barbuda,7,0,0,0
Argentina,3,0,0,15.577
Armenia,1,0,0,126.213
Australia,7,0,0,0.588
Austria,3,12.88,3.109,5.552
Azerbaijan,3,0,0,12.526
Bahamas,3,0,0,7.629
Bahrain,1,0,0,228.023
Bangladesh,3,0,0,11.373
Barbados,3,0,0,6.96
Belarus,4,0,0,99.584
Belgium,2,111.824,22.089,25.799
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,3.888
Bolivia,5,0,0,28.784
Bosnia and Herzegovina,3,0,0,5.791
Botswana,7,0,0,0
Brazil,4,0,0,77.663
Brunei,7,0,0,0
Bulgaria,0,37.131,4.174,5.181
Burkina Faso,7,0,0,0
Burundi,7,0,0,0
Cambodia,7,0,0,0.06
Cameroon,7,0,0,0
Canada,5,0,0,31.901
Cape Verde,3,0,0,16.187
Central African Republic,3,0,0,15.115
Chad,7,0,0,2.253
Chile,6,0,0,514.851
China,7,0,0,0.002
Colombia,5,0,0,20.557
Comoros,7,0,0,0
Congo,7,0,0,3.262
Costa Rica,7,0,0,1.374
Cote d'Ivoire,7,0,0,0.948
Croatia,0,20.462,0,0
Cuba,7,0,0,1.324
Cyprus,7,0,0,0
Czechia,3,8.684,2.148,7.19
Democratic Republic of Congo,7,0,0,0.893
Denmark,0,20.372,3.28,10.186
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,5,0,0,39.916
Ecuador,5,0,0,24.372
Egypt,3,0,0,7.104
El Salvador,3,0,0,14.492
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,0,30.154,3.015,10.554
Eswatini,3,0,0,11.205
Ethiopia,7,0,0,0.531
Fiji,7,0,0,0
Finland,0,18.77,3.79,5.595
France,2,262.312,24.941,5.209
Gabon,4,0,0,92.554
Gambia,7,0,0,0
Georgia,7,0,0,1.253
Germany,7,0,0,3.294
Ghana,7,0,0,4.216
Greece,7,0,0,0.192
Grenada,7,0,0,0
Guatemala,3,0,0,17.359
Guinea,3,0,0,8.3
Guinea-Bissau,7,0,0,0
Guyana,7,0,0,0
Haiti,7,0,0,4.648
Honduras,7,0,0,0
Hungary,0,47.824,0,3.623
Iceland,7,0,0,2.93
India,7,0,0,4.804
Indonesia,7,0,0,3.47
International,7,0,0,0
Iran,5,0,0,22.252
Iraq,3,0,0,7.657
Ireland,0,61.363,10.328,15.391
Israel,7,0,0,0.578
Italy,2,153.27,9.461,11.065
Jamaica,7,0,0,2.026
Japan,7,0,0,0.198
Jordan,7,0,0,0.392
Kazakhstan,7,0,0,0
Kenya,7,0,0,0.577
Kosovo,3,0,0,10.865
Kuwait,1,0,0,210.745
Kyrgyzstan,7,0,0,2.299
Laos,7,0,0,0
Latvia,3,12.724,0,8.483
Lebanon,7,0,0,1.612
Lesotho,7,0,0,0
Liberia,7,0,0,1.186
Libya,7,0,0,0.437
Liechtenstein,7,0,0,0
Lithuania,7,0,0,4.408
Luxembourg,0,54.315,11.183,14.378
Madagascar,7,0,0,1.445
Malawi,7,0,0,0
Malaysia,7,0,0,1.483
Maldives,4,0,0,72.15
Mali,7,0,0,2.272
Malta,5,0,0,20.383
Marshall Islands,7,0,0,0
Mauritania,3,0,0,5.807
Mauritius,7,0,0,0
Mexico,5,0,0,25.82
Moldova,5,0,0,36.441
Monaco,5,0,0,25.482
Mongolia,7,0,0,0
Montenegro,7,0,0,0
Morocco,7,0,0,2.005
Mozambique,7,0,0,0.128
Myanmar,7,0,0,0.037
Namibia,7,0,0,0.394
Nepal,7,0,0,2.334
Netherlands,3,0,13.189,10.33
New Zealand,7,0,0,0
Nicaragua,7,0,0,0
Niger,7,0,0,0.248
Nigeria,7,0,0,1.286
North Macedonia,3,0,0,9.6
Norway,7,6.456,0,2.582
Oman,4,0,0,90.667
Pakistan,3,0,0,9.797
Palestine,7,0,0,0
Panama,4,0,0,71.846
Papua New Guinea,7,0,0,0
Paraguay,7,0,0,1.682
Peru,1,0,0,123.014
Philippines,7,0,0,1.643
Poland,0,60.005,0,8.244
Portugal,0,53.939,7.846,26.577
Qatar,6,0,0,601.168
Romania,3,0,10.188,7.537
Russia,4,0,0,64.645
Rwanda,7,0,0,0.309
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,1,0,0,117.862
