country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,4,1.259,0.026,1.41
Albania,4,2.78,0.347,1
Algeria,4,1.984,0.296,1.05
Andorra,1,168.252,25.885,0.72
Angola,4,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,0,1.527,0.111,1.28
Armenia,2,9.449,0.675,1.13
Australia,6,2.51,0.039,0.44
Austria,0,20.541,1.777,0.52
Azerbaijan,4,4.833,0.099,0.91
Bahamas,2,5.086,0,0
Bahrain,1,98.144,0.588,1.36
Bangladesh,0,1.269,0.043,2.47
Barbados,4,0,0,0
Belarus,2,38.31,0.423,1.89
Belgium,5,45.731,21.916,1.09
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,4,2.056,0.086,1.39
Bosnia and Herzegovina,4,14.021,0.305,1.17
Botswana,4,0,0,0
Brazil,4,8.619,0.96,1.61
Brunei,4,0,0,0.16
Bulgaria,4,4.03,0.432,1.18
Burkina Faso,4,1.483,0.144,0.95
Burundi,2,0,0,0
Cambodia,4,0,0,0.1
Cameroon,4,1.055,0.075,1.27
Canada,0,35.901,3.179,1.3
Cape Verde,4,1.799,0,0
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,4,20.506,0.523,1.37
China,4,0.065,0,1.02
Colombia,4,2.496,0.295,1.3
Comoros,2,0,0,0
Congo,4,0,0,0
Costa Rica,4,1.178,0,0.84
Cote d'Ivoire,4,0.455,0,1.26
Croatia,0,13.154,1.462,0.82
Cuba,0,3.532,0,1.23
Cyprus,0,37.676,0,0.86
Czechia,0,4.856,1.681,0.72
Democratic Republic of Congo,4,0.067,0,1.12
Denmark,0,33.321,2.417,1.04
Djibouti,0,65.789,0,1.69
Dominica,4,0,0,0
Dominican Republic,4,10.97,0.553,1.37
Ecuador,4,4.194,0.794,1.29
Egypt,4,1.564,0.137,1.36
El Salvador,4,1.85,0,1.16
Equatorial Guinea,2,14.255,0,0
Eritrea,4,0,0,0
Estonia,0,30.907,2.262,0.84
Eswatini,4,0,0,0
Ethiopia,6,0.07,0,0
Fiji,6,0,0,0
Finland,4,17.507,0.902,1.1
France,5,76.156,11.414,1.32
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,4,7.019,0,1.31
Germany,4,15.361,1.194,0.8
Ghana,6,2.253,0,1.42
Greece,0,2.399,0.192,0.86
Grenada,2,0,0,0
Guatemala,4,0.614,0,1.25
Guinea,4,3.35,0,1.14
Guinea-Bissau,2,0,0,0
Guyana,4,2.543,0,0
Haiti,4,0,0,0
Honduras,4,1.01,0.101,1.26
Hungary,0,5.59,1.346,1.19
Iceland,0,26.374,0,0.44
India,0,0.749,0.025,1.65
Indonesia,4,1.031,0.219,1.35
International,2,0,0,0
Iran,4,18.74,1.167,0.78
Iraq,6,0.547,0,0.75
Ireland,5,168.496,8.303,1.36
Israel,0,46.098,0.924,0.89
Italy,5,49.155,9.957,0.84
Jamaica,0,0,0,0
Japan,4,3.985,0.111,1.25
Jordan,4,0.588,0,0.66
Kazakhstan,0,7.509,0.107,1.48
Kenya,6,0.149,0,0.94
Kosovo,4,7.761,0.517,1.23
Kuwait,4,12.879,0.234,1.23
Kyrgyzstan,4,1.686,0,1.15
Laos,4,0,0,0
Latvia,0,1.06,0,0.9
Lebanon,4,1.319,0.147,0.98
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,0,1.31,0,0
Liechtenstein,2,0,0,0
Lithuania,6,2.939,1.837,0.92
Luxembourg,5,23.963,-3.195,0.69
Madagascar,4,0.072,0,0.54
Malawi,4,0,0,0
Malaysia,0,5.252,0.154,0.88
Maldives,3,0,0,0
Mali,4,1.037,0.148,1.09
Malta,2,20.383,0,0.76
Marshall Islands,2,0,0,0
Mauritania,3,0,0,0
Mauritius,4,0,0,0.44
Mexico,4,2.986,0.574,1.58
Moldova,0,55.033,1.239,1.32
Monaco,4,0,0,0
Mongolia,4,3.965,0,0
Montenegro,2,14.33,1.592,0.6
Morocco,4,3.387,0,1.4
Mozambique,4,0.224,0,0
Myanmar,0,0.018,0,0
Namibia,4,0,0,0
Nepal,3,0.069,0,0
Netherlands,0,50.774,7.12,1
New Zealand,6,3.525,0.829,0.56
Nicaragua,2,0,0,0
Niger,4,1.694,0.083,0.93
Nigeria,4,0.146,0.005,1.5
North Macedonia,2,25.919,2.88,1.2
Norway,0,3.689,0.922,0.72
Oman,4,16.841,0,1.31
Pakistan,0,2.472,0.068,1.46
Palestine,4,2.156,0,0.76
Panama,0,16.687,1.622,1.23
Papua New Guinea,4,0,0,0
Paraguay,0,1.682,0.14,1.04
Peru,4,15.741,0.425,1.74
Philippines,0,2.656,0.183,1.12
Poland,4,7.081,0.476,1.11
Portugal,0,50.408,3.138,0.96
Qatar,0,68.378,0,1.41
Romania,0,12.787,1.04,1.16
Russia,0,19.009,0.151,2
Rwanda,6,0.54,0,0.6
Saint Kitts and Nevis,2,37.6,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,1,441.982,29.465,1.11
Sao Tome and Principe,2,0,0,0
Saudi Arabia,0,12.495,0.23,1.67
Senegal,0,0.478,0,1.2
Serbia,0,60.4,1.323,1.4
Seychelles,4,0,0,0
Sierra Leone,4,0.125,0,0
Singapore,0,57.091,0.171,2.12
Slovakia,0,12.089,0,1.12
Slovenia,0,3.848,0.481,0.72
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,0,2.411,0,1.43
South Korea,6,0.527,0.098,0.49
South Sudan,4,0,0,0
Spain,0,52.23,6.416,1.04
Sri Lanka,0,0.747,0,1.19
Sudan,4,0.068,0.023,0
Suriname,4,0,0,0
Sweden,4,47.429,11.387,1.27
Switzerland,4,28.655,4.16,0.74
Syria,4,0.229,0,0
Taiwan,3,0,0,0.48
Tajikistan,2,0,0,0
Tanzania,4,0.067,0,0
Thailand,6,0.487,0.014,0.8
Timor,4,1.517,0,0
Togo,6,0,0,0
Trinidad and Tobago,4,0,0,0.11
Tunisia,0,1.777,0,0.89
Turkey,0,48.163,1.269,1.15
Uganda,3,0.022,0,0
Ukraine,4,6.174,0.114,1.62
United Arab Emirates,6,41.657,0.303,1.46
United Kingdom,5,64.049,15.909,1.06
United States,5,86.295,7.414,1.08
Uruguay,0,2.591,0,0.97
Uzbekistan,4,4.99,0,1.44
Vanuatu,4,0,0,0
Vatican,2,0,0,0
Venezuela,4,0,0,0.98
Vietnam,3,0.01,0,0.34
Yemen,4,0,0,0
Zambia,6,0,0,0
Zimbabwe,4,0,0,0
