country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,7,0,0,0.539
Albania,5,0,0,5.907
Algeria,5,0.274,0,2.372
Andorra,2,12.942,0,245.907
Angola,7,0,0,0.061
Antigua and Barbuda,3,10.212,0,0
Argentina,7,0.155,0,1.925
Armenia,0,0.337,0,9.449
Australia,5,0.196,0,4.51
Austria,6,3.331,29.646,33.643
Azerbaijan,0,0,0,10.356
Bahamas,0,2.543,0,17.8
Bahrain,5,0,0,7.052
Bangladesh,7,0.018,0,0.328
Barbados,7,0,0,0
Belarus,6,0,0,21.695
Belgium,4,17.688,110.875,104.318
Belize,5,0,0,2.515
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,7,0.086,0,1.371
Bosnia and Herzegovina,0,0.305,0,12.192
Botswana,7,0,0,0
Brazil,0,0.626,0,10.049
Brunei,7,0,0,0
Bulgaria,5,0.144,3.886,2.303
Burkina Faso,7,0.191,0,1.435
Burundi,7,0,0,0
Cambodia,7,0,0,0.12
Cameroon,5,0.038,0,2.712
Canada,6,0.848,0,33.623
Cape Verde,7,0,0,0
Central African Republic,7,0,0,0
Chad,7,0,0,0
Chile,6,0.262,0,22.494
China,7,0.001,0,0.063
Colombia,5,0.079,0,5.385
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,5,0.196,0,3.73
Cote d'Ivoire,7,0,0,1.327
Croatia,0,0.244,0,14.859
Cuba,5,0.088,0,5.386
Cyprus,6,0,0,36.534
Czechia,6,1.027,8.778,27.547
Democratic Republic of Congo,7,0,0,0
Denmark,1,2.59,21.926,57.146
Djibouti,1,0,0,45.546
Dominica,7,0,0,0
Dominican Republic,0,0.922,0,14.288
Ecuador,1,2.891,0,39.846
Egypt,7,0.088,0,1.075
El Salvador,5,0.154,0,2.313
Equatorial Guinea,7,0,0,1.426
Eritrea,7,0,0,0.564
Estonia,6,2.262,6.785,27.138
Eswatini,7,0,0,1.724
Ethiopia,7,0,0,0.026
Fiji,7,0,0,0
Finland,6,1.083,14.8,32.306
France,4,8.334,107.532,59.657
Gabon,7,0,0,1.797
Gambia,7,0,0,0
Georgia,5,0,0,3.76
Germany,1,3.975,0,67.232
Ghana,7,0.032,0,0.837
Greece,5,0.192,0,4.989
Grenada,7,0,0,0
Guatemala,7,0,0,0.558
Guinea,7,0,0,1.523
Guinea-Bissau,7,0,0,0
Guyana,5,1.271,0,5.085
Haiti,7,0,0,0.175
Honduras,7,0,0,0.707
Hungary,0,1.139,0,8.074
Iceland,4,0,32.234,87.912
India,7,0.02,0,0.438
Indonesia,7,0.069,0,0.797
International,7,0,0,0
Iran,6,1.441,0,23.776
Iraq,7,0.099,0,1.989
