country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0.026,0,1.156
Albania,6,2.085,0,49.691
Algeria,2,0.205,0,10.695
Andorra,5,0,0,0
Angola,5,0,0,0.822
Antigua and Barbuda,5,0,0,0
Argentina,3,2.434,0,147.425
Armenia,0,1.012,0,66.144
Australia,2,0.667,0,9.882
Austria,6,0.333,2.332,33.643
Azerbaijan,2,0.197,0,8.778
Bahamas,7,0,0,338.209
Bahrain,7,1.175,0,222.146
Bangladesh,2,0.206,0,16.054
Barbados,4,0,0,6.96
Belarus,5,0,0,0
Belgium,0,0.949,7.075,65.231
Belize,0,0,0,80.479
Benin,4,0.082,0,4.042
Bhutan,5,0,0,0
Bolivia,3,5.483,0,102.458
Bosnia and Herzegovina,0,0.61,0,81.077
Botswana,5,0,0,0
Brazil,7,3.336,0,195.597
Brunei,5,0,0,0
Bulgaria,2,0.432,7.915,12.953
Burkina Faso,5,0,0,0.096
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,4,0.106,0,5.829
Cape Verde,6,1.799,0,48.562
Central African Republic,5,0,0,0
Chad,5,0,0,0.061
Chile,0,2.877,0,93.69
China,5,0.001,0,0.045
Colombia,7,6.25,0,227.542
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,3,1.963,0,158.222
Cote d'Ivoire,5,0,0,2.199
Croatia,6,0.487,0,39.461
Cuba,4,0,0,5.562
Cyprus,2,0,0,15.984
Czechia,1,0.093,2.521,18.489
Democratic Republic of Congo,5,0.011,0,0.368
Denmark,1,0,0,18.818
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,3,2.673,0,97.438
Ecuador,0,1.984,0,72.493
Egypt,5,0.166,0,1.134
El Salvador,6,1.233,0,47.023
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,4,0,0.754,5.277
Eswatini,0,0.862,0,64.646
Ethiopia,2,0.148,0,14.37
Fiji,5,0,0,0
Finland,4,0,0,3.61
France,6,0,5.408,50.71
Gabon,5,0,0,0
Gambia,1,1.655,0,27.31
Georgia,4,0,0,3.76
Germany,2,0.06,0,8.319
Ghana,2,0.257,0,11.682
Greece,1,0.288,0,21.683
Grenada,5,0,0,0
Guatemala,6,0.781,0,49.398
Guinea,4,0,0,6.32
Guinea-Bissau,2,2.033,0,14.736
Guyana,1,0,0,31.784
Haiti,5,0.351,0,1.842
Honduras,6,1.918,0,51.693
Hungary,4,0,0,2.484
Iceland,6,0,0,46.886
India,6,0.684,0,46.398
Indonesia,2,0.183,0,8.573
International,5,0,0,0
Iran,1,1.917,0,26.728
Iraq,3,1.889,0,106.731
Ireland,6,0,1.62,39.694
Israel,0,1.155,0,87.458
Italy,2,2.613,0.91,10.403
Jamaica,5,0,0,0
Japan,2,0.103,0,9.749
Jordan,5,0,0,0.98
Kazakhstan,0,2.503,0,67.477
Kenya,2,0.13,0,9.578
Kosovo,0,4.657,0,75.022
Kuwait,3,0.937,0,119.891
Kyrgyzstan,6,0.307,0,41.691
Laos,5,0,0,0
Latvia,4,0,0,3.711
Lebanon,0,0.44,0,58.165
Lesotho,2,0,0,8.869
Liberia,5,0,0,0.989
Libya,0,0.873,0,59.814
Liechtenstein,5,0,0,0
Lithuania,2,0,0,12.489
Luxembourg,6,1.598,4.793,54.315
Madagascar,4,0.072,0,2.925
