country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0.077,0,0.771
Albania,6,0.695,0,52.123
Algeria,5,0.16,0,4.492
Andorra,4,0,0,1514.269
Angola,5,0.061,0,3.834
Antigua and Barbuda,5,0,0,0
Argentina,7,9.492,0,194.31
Armenia,6,2.025,0,40.834
Australia,5,0.118,0,1.176
Austria,6,0.111,7.439,62.511
Azerbaijan,2,0.099,0,9.074
Bahamas,0,2.543,0,261.921
Bahrain,0,1.763,0,419.022
Bangladesh,2,0.243,0,10.341
Barbados,5,0,0,0
Belarus,1,0.529,0,23.705
Belgium,3,0.173,7.507,94.654
Belize,1,0,0,20.12
Benin,5,0,0,1.155
Bhutan,5,0,0,0
Bolivia,1,3.17,0,26.557
Bosnia and Herzegovina,1,2.134,0,28.347
Botswana,5,0,0,0
Brazil,6,1.774,0,63.093
Brunei,5,0,0,0
Bulgaria,1,0.576,4.749,21.731
Burkina Faso,5,0,0,2.392
Burundi,5,0,0,0.084
Cambodia,5,0,0,0
Cameroon,5,0,0,6.291
Canada,6,0.318,0,48.566
Cape Verde,6,1.799,0,43.166
Central African Republic,5,0,0,0
Chad,5,0,0,0.122
Chile,6,0.628,0,62.46
China,5,0,0,0.008
Colombia,3,3.714,0,105.32
Comoros,5,0,0,0
Congo,5,0,0,2.9
Costa Rica,0,7.656,0,371.016
Cote d'Ivoire,5,0,0,0.265
Croatia,2,1.218,0,17.051
Cuba,5,0.088,0,4.414
Cyprus,5,0,0,3.425
Czechia,7,1.774,10.739,137.641
Democratic Republic of Congo,5,0,0,0.045
Denmark,3,0.345,2.072,72.684
Djibouti,5,0,0,1.012
Dominica,5,0,0,0
Dominican Republic,6,0.645,0,45.539
Ecuador,2,0.283,0,16.55
Egypt,5,0.166,0,1.231
El Salvador,6,0.154,0,37.772
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,2,0,3.769,12.815
Eswatini,2,0,0,11.205
Ethiopia,2,0.104,0,7.733
Fiji,5,0,0,0
Finland,2,0.361,0.361,11.912
