country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0.051,0,0.617
Albania,7,0.347,0,52.471
Algeria,3,0.228,0,6.34
Andorra,2,0,0,517.699
Angola,5,0.061,0,1.795
Antigua and Barbuda,5,0,0,0
Argentina,2,5.598,0,271.242
Armenia,7,0.675,0,67.156
Australia,5,0.275,0,2.314
Austria,7,0,3.997,55.738
Azerbaijan,1,0.296,0,17.26
Bahamas,2,10.172,0,345.838
Bahrain,2,0.588,0,394.926
Bangladesh,3,0.249,0,11.094
Barbados,5,0,0,0
Belarus,1,0.529,0,20.531
Belgium,6,0.431,5.177,47.456
Belize,3,5.03,0,10.06
Benin,5,0,0,2.392
Bhutan,5,0,0,0
Bolivia,4,4.198,0,88.837
Bosnia and Herzegovina,4,1.829,0,90.526
Botswana,5,0,0,0
Brazil,0,5.057,0,168.499
Brunei,5,0,0,0
Bulgaria,1,1.439,8.635,17.558
Burkina Faso,5,0,0,0.478
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,3,0.026,0,10.015
Cape Verde,0,1.799,0,131.298
Central African Republic,5,0,0,0.207
Chad,5,0,0,0.183
Chile,4,1.046,0,77.735
China,5,0,0,0.009
Colombia,0,4.638,0,144.214
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,2,2.356,0,260.497
Cote d'Ivoire,5,0,0,1.403
Croatia,4,0.731,0,83.064
Cuba,3,0,0,7.24
Cyprus,5,0,0,3.425
Czechia,4,0.28,5.976,108.227
Democratic Republic of Congo,5,0,0,0.357
Denmark,6,0,0.863,43.507
Djibouti,5,0,0,3.036
Dominica,5,0,0,0
Dominican Republic,7,2.305,0,74.3
Ecuador,4,4.194,0,79.861
Egypt,5,0.166,0,1.71
El Salvador,3,0.771,0,14.03
Equatorial Guinea,5,0,0,3.564
Eritrea,5,0,0,0
Estonia,1,0,1.508,15.831
Eswatini,1,0.862,0,27.582
Ethiopia,3,0.148,0,7.968
Fiji,5,0,0,1.116
Finland,1,0.18,0.18,16.785
France,0,0.536,9.085,146.675
Gabon,3,0,0,5.841
Gambia,3,0,0,7.448
Georgia,3,0,0,11.03
Germany,1,0.072,0,17.617
Ghana,3,0,0,9.687
Greece,1,0.288,0,23.793
Grenada,5,0,0,0
Guatemala,6,0.391,0,50.291
Guinea,5,0,0,2.817
Guinea-Bissau,5,0,0,0
Guyana,4,0,0,114.422
Haiti,5,0,0,0.702
Honduras,6,1.01,0,38.265
Hong Kong,5,0,0,0
Hungary,6,0.207,0,42.545
Iceland,3,0,0,8.791
India,7,0.849,0,69.373
Indonesia,3,0.388,0,12.09
International,5,0,0,0
Iran,1,1.512,0,27.538
Iraq,4,1.865,0,105.488
Ireland,1,0.608,1.215,17.012
Israel,2,1.733,0,461.67
Italy,1,0.232,2.481,23.651
Jamaica,6,0.675,0,38.498
Japan,5,0.111,0,4.27
Jordan,3,0,0,7.645
Kazakhstan,1,2.503,0,27.854
Kenya,5,0.149,0,1.934
