country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,4.881,1.41,0
Albania,6,2.78,0.76,0
Algeria,5,3.968,1.22,0
Andorra,4,25.885,0.52,0
Angola,5,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,6,2.301,1.25,0
Armenia,2,40.834,1.37,0
Australia,5,0.98,0.76,0
Austria,3,2.665,0.61,12.325
Azerbaijan,6,5.129,1.3,0
Bahamas,2,0,0,0
Bahrain,7,88.153,1.29,0
Bangladesh,6,4.178,1.35,0
Barbados,5,0,0,0
Belarus,7,82.969,1.24,0
Belgium,9,31.149,0.7,55.74
Belize,5,0,0,0
Benin,5,0.495,0,0
Bhutan,6,0,0,0
Bolivia,8,7.453,1.46,0
Bosnia and Herzegovina,1,21.031,1.16,0
Botswana,6,0,0,0
Brazil,4,31.963,1.44,0
Brunei,3,0,0.03,0
Bulgaria,5,4.893,1.03,5.757
Burkina Faso,6,0.478,0.95,0
Burundi,2,0,0,0
Cambodia,3,0,0.04,0
Cameroon,3,1.017,1.24,0
Canada,4,38.498,0.98,0
Cape Verde,8,17.986,1.07,0
Central African Republic,3,2.692,0,0
Chad,6,0,0.97,0
Chile,4,51.265,1.48,0
China,3,0.001,0.36,0
Colombia,6,5.994,1.35,0
Comoros,2,0,0,0
Congo,0,1.269,0.81,0
Costa Rica,5,0.589,1.01,0
Cote d'Ivoire,5,1.289,1.18,0
Croatia,6,1.218,0.59,0
Cuba,6,1.677,0.73,0
Cyprus,0,2.283,0.63,0
Czechia,3,3.548,0.73,5.136
Democratic Republic of Congo,5,0.089,1.14,0
Denmark,4,25.379,0.88,9.841
Djibouti,0,4.049,0.83,0
Dominica,5,0,0,0
Dominican Republic,1,25.904,1.17,0
Ecuador,7,132.8,0.91,0
Egypt,6,3.401,1.32,0
El Salvador,0,10.021,1.2,0
Equatorial Guinea,2,0,0.54,0
Eritrea,0,0,0,0
Estonia,5,2.262,0.61,7.538
Eswatini,6,3.448,0.78,0
Ethiopia,5,0.043,1.57,0
Fiji,6,0,0,0
Finland,3,13.175,0.9,8.844
France,9,10.081,0.95,55.75
Gabon,8,14.377,1.16,0
Gambia,5,0,0,0
Georgia,0,1.003,0.71,0
Germany,5,5.825,0.67,0
Ghana,3,17.7,1.38,0
Greece,5,0.576,0.79,0
Grenada,2,0,0,0
Guatemala,0,1.507,1.33,0
Guinea,8,9.442,1.13,0
Guinea-Bissau,7,79.268,0.87,0
Guyana,8,12.714,0,0
Haiti,6,1.052,0,0
Honduras,0,12.418,1.38,0
Hungary,3,3.83,0.75,0
Iceland,3,0,0.19,0
India,5,2.849,1.42,0
Indonesia,5,1.444,1.12,0
International,2,0,0,0
Iran,3,14.561,1.08,0
Iraq,6,1.243,1.2,0
Ireland,4,53.87,0.7,18.429
Israel,8,6.123,0.36,0
Italy,9,20.195,0.66,24.462
Jamaica,6,0.675,0.79,0
Japan,3,1.328,0.6,0
Jordan,6,0.392,1.08,0
Kazakhstan,6,6.87,1.2,0
Kenya,6,0.465,1.41,0
Kosovo,1,14.487,0.85,0
Kuwait,7,69.078,1.55,0
Kyrgyzstan,6,5.365,1.12,0
Laos,5,0,0,0
Latvia,3,9.013,0.88,0
Lebanon,5,0.44,1.17,0
Lesotho,6,0,0,0
Liberia,6,1.582,0.95,0
Libya,0,0,0,0
Liechtenstein,2,0,0,0
Lithuania,5,3.306,0.74,0
Luxembourg,9,6.39,0.59,35.145
Madagascar,3,0,1.37,0
Malawi,3,0.105,0,0
Malaysia,5,1.699,0.88,0
Maldives,2,25.9,1.31,0
Mali,5,0.839,1.07,0
Malta,2,6.794,0.87,0
Marshall Islands,2,0,0,0
Mauritania,5,0,0,0
Mauritius,5,0,0.16,0
Mexico,8,11.122,1.37,0
Moldova,1,31.483,1.05,0
Monaco,5,0,0,0
Mongolia,5,0.305,0,0
Montenegro,2,1.592,0.26,0
Morocco,0,4.064,1.04,0
Mozambique,3,0,0,0
Myanmar,6,0.11,0.48,0
Namibia,5,0,0,0
Nepal,0,0,0,0
Netherlands,9,11.614,0.64,35.892
New Zealand,6,-0.207,0.35,0
Nicaragua,2,0,0,0
Niger,3,0.207,0.84,0
Nigeria,6,1.184,1.48,0
North Macedonia,2,3.36,0.77,0
Norway,3,10.514,0.71,0
Oman,8,13.512,1.25,0
Pakistan,6,5.016,1.36,0
Palestine,0,1.764,1.54,0
Panama,1,24.799,1.04,0
Papua New Guinea,3,0,0,0
Paraguay,0,2.664,1.51,0
Peru,1,43.795,1.41,0
Philippines,0,2.391,1.08,0
Poland,8,8.27,1,0
Portugal,8,23.733,0.9,14.024
Qatar,7,222.14,1.1,0
Romania,8,18.141,0.97,12.631
Russia,7,72.505,1.41,0
Rwanda,5,0.154,0.8,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,9.013,0,0
Samoa,2,0,0,0
San Marino,3,0,0.86,0
Sao Tome and Principe,2,31.94,0,0
Saudi Arabia,4,47.251,1.31,0
Senegal,5,5.315,1.39,0
Serbia,0,13.667,0.69,0
Seychelles,3,0,0,0
Sierra Leone,6,1.504,0.99,0
Singapore,7,97.943,0.97,0
Slovakia,5,0.916,0.65,0
Slovenia,5,0,0.46,9.62
Solomon Islands,3,0,0,0
Somalia,3,2.139,0.89,0
South Africa,8,7.368,1.44,0
South Korea,3,0.059,0.39,0
South Sudan,6,0,0,0
Spain,8,11.657,0.76,0
Sri Lanka,5,1.541,1.08,0
Sudan,6,1.961,1.36,0
Suriname,5,0,0,0
Sweden,4,47.132,1.16,0
Switzerland,3,8.781,0.53,0
Syria,6,0,0,0
Taiwan,3,0.084,0.38,0
Tajikistan,3,10.694,3.31,0
Tanzania,3,0,0.25,0
Thailand,5,0.258,0.62,0
Timor,3,0,0,0
Togo,5,0.242,1.02,0
Trinidad and Tobago,6,0,0.05,0
Tunisia,6,0.423,0.64,0
Turkey,8,19.137,0.66,0
Uganda,0,0.175,0,0
Ukraine,8,9.558,1.06,0
United Arab Emirates,4,57.328,1.12,0
United Kingdom,4,49.834,0.79,28.518
United States,7,70.64,0.93,38.356
Uruguay,3,0.576,0.96,0
Uzbekistan,0,1.195,0.93,0
Vanuatu,5,0,0,0
Vatican,2,0,0,0
Venezuela,5,0,1.18,0
Vietnam,5,0,0.3,0
Yemen,3,0.067,0,0
Zambia,5,0.707,0.91,0
Zimbabwe,6,0,0,0
