country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,1,1.798,1.41,0
Albania,1,6.602,1.07,0
Algeria,3,2.052,1.12,0
Andorra,0,181.195,0.7,0
Angola,3,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,3,3.673,1.27,0
Armenia,2,14.849,1.16,0
Australia,4,0.98,0.43,0
Austria,4,12.214,0.5,25.759
Azerbaijan,1,5.523,0.88,0
Bahamas,2,0,0,0
Bahrain,7,84.039,1.35,0
Bangladesh,3,1.33,2.38,0
Barbados,1,3.48,0,0
Belarus,6,47.305,1.84,0
Belgium,0,211.741,1.08,101.988
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,1,0,0,0
Bolivia,1,3.684,1.39,0
Bosnia and Herzegovina,3,8.23,1.17,0
Botswana,1,0,0,0
Brazil,4,14.387,1.6,0
Brunei,5,0,0.17,0
Bulgaria,4,4.893,1.21,4.461
Burkina Faso,1,0.67,0.95,0
Burundi,2,0,0,0
Cambodia,5,0,0.09,0
Cameroon,5,0,1.27,0
Canada,9,31.106,1.29,0
Cape Verde,7,80.937,0,0
Central African Republic,5,0.207,0,0
Chad,1,0,0,0
Chile,9,18.623,1.36,0
China,5,0.035,1.02,0
Colombia,1,2.476,1.3,0
Comoros,2,0,0,0
Congo,3,10.33,0,0
Costa Rica,4,1.57,0.83,0
Cote d'Ivoire,4,0,1.25,0
Croatia,3,9.013,0.77,0
Cuba,4,4.238,1.21,0
Cyprus,9,22.834,0.82,0
Czechia,4,9.805,0.74,7.19
Democratic Republic of Congo,4,0.145,1.12,0
Denmark,9,29.35,1.02,15.365
Djibouti,7,72.874,1.66,0
Dominica,4,0,0,0
Dominican Republic,9,30.236,1.36,0
Ecuador,3,14.453,1.25,0
Egypt,1,1.515,1.35,0
El Salvador,1,1.542,1.16,0
Equatorial Guinea,2,7.128,0,0
Eritrea,3,0.282,0,0
Estonia,9,20.354,0.83,7.538
Eswatini,1,0,0,0
Ethiopia,4,0.026,0,0
Fiji,1,0,0,0
Finland,6,13.717,1.09,13.536
France,7,49.331,1.28,96.992
Gabon,1,10.334,0,0
Gambia,4,0,0,0
Georgia,3,1.504,1.26,0
Germany,9,40.509,0.79,0
Ghana,1,0,1.42,0
Greece,1,2.111,0.85,0
Grenada,2,0,0,0
Guatemala,3,0.726,1.26,0
Guinea,4,3.122,1.14,0
Guinea-Bissau,2,2.541,0,0
Guyana,1,10.171,0,0
Haiti,3,0.088,0,0
Honduras,3,1.212,1.27,0
Hungary,4,6.936,1.16,0
Iceland,6,20.513,0.41,17.582
India,3,0.605,1.62,0
Indonesia,4,1.086,1.32,0
International,2,0,0,0
Iran,6,18.002,0.79,0
Iraq,3,0.373,0.76,0
Ireland,0,216.291,1.3,28.353
Israel,9,35.931,0.86,0
Italy,7,44.11,0.84,50.925
Jamaica,9,17.561,0,0
Japan,8,4.412,1.22,0
Jordan,3,0.392,0.66,0
Kazakhstan,3,3.355,1.45,0
Kenya,1,0.167,0.97,0
Kosovo,3,5.174,1.21,0
Kuwait,3,11.708,1.24,0
Kyrgyzstan,3,2.912,1.13,0
Laos,3,0,0,0
Latvia,4,4.771,0.9,0
Lebanon,1,2.491,0.98,0
Lesotho,3,0,0,0
Liberia,1,0,0,0
Libya,1,1.892,0,0
Liechtenstein,2,0,0,0
Lithuania,1,7.714,0.93,0
Luxembourg,7,105.435,0.69,55.913
Madagascar,3,0.072,0.54,0
Malawi,5,0,0,0
Malaysia,4,2.626,0.84,0
Maldives,2,3.7,0,0
Mali,4,0.198,1.09,0
Malta,2,13.589,0.72,4.53
Marshall Islands,2,0,0,0
Mauritania,4,0,0,0
Mauritius,1,0,0.41,0
Mexico,1,3.475,1.57,0
Moldova,9,28.508,1.28,0
Monaco,1,0,0,0
Mongolia,5,0,0,0
Montenegro,2,7.961,0.61,0
Morocco,3,3.685,1.4,0
Mozambique,5,0.032,0,0
Myanmar,1,0.202,0,0
Namibia,5,0,0,0
Nepal,3,0,0,0
Netherlands,7,42.953,0.98,68.34
New Zealand,3,4.147,0.53,0
Nicaragua,8,0,0,0
Niger,5,0.578,0.91,0
Nigeria,1,0.165,1.54,0
North Macedonia,2,31.679,1.18,0
Norway,9,21.582,0.74,0
Oman,9,18.995,1.31,0
Pakistan,3,2.427,1.46,0
Palestine,3,1.372,0.78,0
Panama,9,23.64,1.21,0
Papua New Guinea,4,0,0,0
Paraguay,3,0.28,1.05,0
Peru,9,35.545,1.72,0
Philippines,3,2.099,1.09,0
Poland,1,10.041,1.12,0
Portugal,7,63.06,0.94,20.399
Qatar,7,98.228,1.59,0
Romania,9,17.518,1.15,12.735
Russia,9,23.216,1.97,0
Rwanda,3,0.154,0.61,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
