country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,2.877,0.79,0
Albania,5,41.351,1.1,0
Algeria,6,13.386,1.13,0
Andorra,3,0,0.9,0
Angola,6,0.913,1.14,0
Antigua and Barbuda,7,0,0,0
Argentina,0,118.241,1.21,0
Armenia,4,92.129,0.85,0
Australia,6,18.275,1.37,0
Austria,9,9.327,1.1,1.999
Azerbaijan,5,34.717,0.82,0
Bahamas,4,50.858,2.88,0
Bahrain,1,223.321,0.99,0
Bangladesh,6,18.562,0.94,0
Barbados,3,0,0.39,0
Belarus,8,14.287,0.8,0
Belgium,3,14.151,1.47,2.847
Belize,6,5.03,0,0
Benin,3,0,0.96,0
Bhutan,6,2.592,0,0
Bolivia,0,117.022,1.07,0
Bosnia and Herzegovina,0,93.879,1.17,0
Botswana,3,0,0.86,0
Brazil,1,192.925,1.07,0
Brunei,3,0,0,0
Bulgaria,9,46.773,1.11,4.893
Burkina Faso,3,0,0.98,0
Burundi,8,0.505,0.67,0
Cambodia,3,1.555,0.36,0
Cameroon,6,13.75,1,0
Canada,6,14.175,1.12,0
Cape Verde,5,64.75,1.08,0
Central African Republic,3,2.692,0.66,0
Chad,6,0,0.8,0
Chile,5,86.523,0.87,0
China,6,0.06,1.76,0
Colombia,0,138.219,1.22,0
Comoros,7,3.45,0.68,0
Congo,6,0,0.7,0
Costa Rica,5,54.376,1.25,0
Cote d'Ivoire,6,8.302,0.94,0
Croatia,9,12.667,0.96,0
Cuba,6,0.265,1.29,0
Cyprus,3,2.283,1.36,0
Czechia,9,21.104,1.33,2.054
Democratic Republic of Congo,6,1.016,1.06,0
Denmark,3,6.906,1.27,0.691
Djibouti,3,7.085,0.69,0
Dominica,3,0,0,0
Dominican Republic,5,77.526,1.11,0
Ecuador,0,90.517,1.07,0
Egypt,6,6.606,0.74,0
El Salvador,5,57.815,1.11,0
Equatorial Guinea,7,0,0.26,0
Eritrea,6,0,0.28,0
Estonia,8,0.754,1.19,1.508
Eswatini,5,58.612,1.18,0
Ethiopia,6,7.524,1.82,0
Fiji,3,0,0,0
Finland,8,1.985,1.2,0.18
France,3,8.947,1.26,6.588
Gabon,6,0,1.08,0
Gambia,6,0,1.47,0
Georgia,3,2.507,1.66,0
Germany,3,4.679,1.17,0
Ghana,9,17.99,1.09,0
Greece,3,3.454,1.2,0
Grenada,7,0,0,0
Guatemala,5,66.423,1.11,0
Guinea,6,4.721,1.09,0
Guinea-Bissau,7,2.541,0.71,0
Guyana,6,2.543,1.17,0
Haiti,8,4.122,0.91,0
Honduras,5,74.107,1.09,0
Hungary,3,0.828,1.26,0
Iceland,3,0,1.28,0
India,6,27.348,1.23,0
Indonesia,6,6.051,1.07,0
International,7,0,0,0
Iran,9,31.253,1.08,0
Iraq,5,61.309,1.06,0
Ireland,3,7.291,1.24,1.418
Israel,1,231.759,1.17,0
Italy,3,2.117,1.06,0.81
Jamaica,6,0.338,1.3,0
Japan,8,5.985,1.46,0
Jordan,3,-10.781,1.22,0
Kazakhstan,0,89.739,0.9,0
Kenya,6,7.383,1.25,0
Kosovo,5,86.922,1.14,0
Kuwait,1,157.122,0.98,0
Kyrgyzstan,1,169.829,0.86,0
Laos,8,0,0,0
Latvia,3,0.53,1.14,0
Lebanon,3,10.988,1.31,0
Lesotho,6,0,1.03,0
Liberia,6,0.198,0.93,0
Libya,6,15.718,1.3,0
Liechtenstein,7,0,0,0
Lithuania,8,0.735,1.34,0
Luxembourg,4,137.385,1.24,7.988
Madagascar,6,14.265,1.18,0
Malawi,6,2.771,1.08,0
