country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,10.481,1.31,0
Albania,6,0.695,0.92,0
Algeria,2,4.15,1.03,0
Andorra,9,0,0.48,0
Angola,2,0.061,0,0
Antigua and Barbuda,5,0,0,0
Argentina,8,6.704,1.39,0
Armenia,7,118.452,1.42,0
Australia,1,0.549,0.76,0
Austria,3,2.998,0.89,4.996
Azerbaijan,2,11.145,1.29,0
Bahamas,5,0,0,0
Bahrain,7,133.993,1.23,0
Bangladesh,8,9.727,1.39,0
Barbados,2,0,0,0
Belarus,7,97.573,1.06,0
Belgium,0,24.073,0.71,29.768
Belize,6,0,0,0
Benin,3,0,0.97,0
Bhutan,6,0,0,0
Bolivia,6,14.992,1.39,0
Bosnia and Herzegovina,2,4.267,1.16,0
Botswana,2,0,0,0
Brazil,7,67.219,1.36,0
Brunei,3,0,0.01,0
Bulgaria,3,3.454,0.9,6.188
Burkina Faso,3,0,0.95,0
Burundi,5,1.598,0,0
Cambodia,3,0,0.03,0
Cameroon,3,15.972,1.23,0
Canada,0,28.589,0.88,0
Cape Verde,2,0,1.08,0
Central African Republic,2,0,0.9,0
Chad,1,0.974,0.9,0
Chile,7,119.166,1.45,0
China,2,0.006,0.81,0
Colombia,6,14.17,1.29,0
Comoros,5,0,0,0
Congo,6,3.806,0.82,0
Costa Rica,1,0.589,1.21,0
Cote d'Ivoire,1,0.379,1.17,0
Croatia,1,0.487,0.37,0
Cuba,8,0.795,0.67,0
Cyprus,8,1.142,0.72,0
Czechia,3,10.365,1.07,3.082
Democratic Republic of Congo,2,0.927,1.13,0
Denmark,1,7.078,0.82,4.489
Djibouti,7,118.421,1.92,0
Dominica,1,0,0,0
Dominican Republic,0,37.888,1.09,0
Ecuador,0,22.672,0.96,0
Egypt,6,5.228,1.33,0
El Salvador,8,11.563,1.18,0
Equatorial Guinea,7,89.096,0.64,0
Eritrea,8,0,0,0
Estonia,9,7.538,0.9,5.277
Eswatini,6,1.724,0.92,0
Ethiopia,2,0.304,1.7,0
Fiji,2,0,0,0
Finland,3,5.956,0.76,6.136
France,2,5.485,0.98,29.997
Gabon,0,50.321,1.14,0
Gambia,2,0.414,0,0
Georgia,8,1.504,0.87,0
Germany,3,2.172,0.76,0
Ghana,3,0,1.28,0
Greece,1,0.192,0.86,0
Grenada,5,0,0,0
Guatemala,8,8.317,1.38,0
Guinea,2,10.508,1.12,0
Guinea-Bissau,5,21.341,0.82,0
Guyana,6,8.9,0.53,0
Haiti,6,6.753,1.44,0
Honduras,8,15.346,1.32,0
Hungary,1,2.691,0.83,0
Iceland,9,0,0.42,0
India,2,3.355,1.32,0
Indonesia,2,1.813,1.2,0
International,5,0,0,0
Iran,9,27.312,1.29,0
