country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,8,14.899,1.21,0
Albania,8,9.035,1.49,0
Algeria,3,3.193,0.84,0
Andorra,2,0,0.48,0
Angola,9,0.091,0,0
Antigua and Barbuda,5,0,0,0
Argentina,8,17.015,1.35,0
Armenia,4,149.161,1.31,0
Australia,6,0.588,0.98,0
Austria,2,4.108,0.82,3.331
Azerbaijan,1,18.838,1.4,0
Bahamas,5,2.543,0.06,0
Bahrain,0,211.568,1.19,0
Bangladesh,8,12.32,1.29,0
Barbados,9,0,0,0
Belarus,4,95.457,0.99,0
Belgium,1,22.175,0.72,16.135
Belize,9,0,0,0
Benin,2,0,0.97,0
Bhutan,9,3.888,0,0
Bolivia,1,53.028,1.35,0
Bosnia and Herzegovina,6,8.23,1.17,0
Botswana,2,0,0,0
Brazil,4,124.281,1.29,0
Brunei,2,0,0,0
Bulgaria,2,2.447,0.93,2.878
Burkina Faso,2,0.096,0.94,0
Burundi,5,0,0,0
Cambodia,2,0,0.04,0
Cameroon,2,0,1.18,0
Canada,1,26.151,0.83,0
Cape Verde,9,0,1.09,0
Central African Republic,6,10.974,1,0
Chad,3,0.67,0.83,0
Chile,0,243.458,1.31,0
China,9,0,1.12,0
Colombia,1,24.802,1.31,0
Comoros,5,0,0,0
Congo,9,0,0.81,0
Costa Rica,6,3.141,1.38,0
Cote d'Ivoire,6,3.222,1.21,0
Croatia,2,0.244,0.19,0
Cuba,8,0.795,1.08,0
Cyprus,3,2.283,0.86,0
Czechia,7,5.042,0.93,1.401
Democratic Republic of Congo,9,1.273,1.12,0
Denmark,2,5.525,0.84,3.453
Djibouti,0,219.635,1.4,0
Dominica,3,0,0,0
Dominican Republic,1,31.803,1.08,0
Ecuador,1,20.858,0.95,0
Egypt,8,11.013,1.37,0
El Salvador,8,13.105,1.17,0
Equatorial Guinea,5,0,0.47,0
Eritrea,8,0,0,0
Estonia,2,8.292,1,0.754
Eswatini,9,6.034,1.08,0
Ethiopia,9,0.87,1.98,0
Fiji,9,0,0,0
Finland,2,9.205,0.75,1.985
France,1,50.955,1.19,21.372
Gabon,1,50.321,1.12,0
Gambia,9,0,0,0
Georgia,9,0.752,1.07,0
Germany,2,8.021,0.79,0
Ghana,2,0,1.24,0
Greece,6,0.288,0.96,0
Grenada,5,0,0,0
Guatemala,8,11.331,1.32,0
Guinea,1,21.168,1.11,0
Guinea-Bissau,5,0,0.81,0
Guyana,8,13.985,0.61,0
Haiti,8,0,1.37,0
Honduras,8,11.308,1.28,0
Hungary,6,2.381,0.74,0
Iceland,7,0,0.7,0
India,9,5.29,1.28,0
Indonesia,6,2.512,1.1,0
International,5,0,0,0
Iran,7,26.883,1.14,0
Iraq,8,8.005,1.72,0
Ireland,9,7.696,0.55,9.113
Israel,6,8.896,1.78,0
Italy,6,9.808,0.71,8.088
Jamaica,9,0,0.89,0
Japan,7,0.553,0.94,0
Jordan,9,0.784,0.86,0
Kazakhstan,8,14.486,1.19,0
Kenya,8,2.734,1.49,0
Kosovo,9,0.517,1.14,0
Kuwait,0,197.866,1.02,0
Kyrgyzstan,9,11.342,1.25,0
Laos,2,0,0,0
Latvia,2,2.121,0.81,0
Lebanon,9,1.026,1.14,0
Lesotho,2,0,0,0
Liberia,9,0.593,1.01,0
