country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,13.923
Albania,5,0,0,12.51
Algeria,5,0,0,2.668
Andorra,5,0,0,0
Angola,5,0,0,0.122
Antigua and Barbuda,5,0,0,0
Argentina,3,0,0,25.246
Armenia,2,0,0,118.114
Australia,5,0,0,0.275
Austria,5,7.217,2.11,1.221
Azerbaijan,3,0,0,31.068
Bahamas,5,0,0,0
Bahrain,0,0,0,184.534
Bangladesh,3,0,0,19.254
Barbados,5,0,0,0
Belarus,2,0,0,85.932
Belgium,4,45.472,8.801,7.679
Belize,5,0,0,2.515
Benin,5,0,0,1.402
Bhutan,5,0,0,0
Bolivia,2,0,0,59.539
Bosnia and Herzegovina,5,0,0,7.315
Botswana,5,0,0,0
Brazil,0,0,0,150.974
Brunei,5,0,0,0
Bulgaria,4,21.875,2.159,11.369
Burkina Faso,5,0,0,0.048
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,9.493
Canada,5,0,0,12.241
Cape Verde,3,0,0,32.375
Central African Republic,5,0,0,0
Chad,5,0,0,0.304
Chile,0,0,0,204.695
China,5,0,0,0.002
Colombia,3,0,0,26.708
Comoros,5,0,0,0
Congo,5,0,0,8.155
Costa Rica,5,0,0,6.478
Cote d'Ivoire,5,0,0,4.322
Croatia,5,1.462,0,0
Cuba,5,0,0,0.441
Cyprus,5,0,0,2.283
Czechia,5,5.79,0.84,5.042
Democratic Republic of Congo,5,0,0,1.708
Denmark,5,12.603,2.59,6.733
Djibouti,2,0,0,53.644
Dominica,5,0,0,0
Dominican Republic,3,0,0,26.641
Ecuador,3,0,0,30.55
Egypt,5,0,0,13.534
El Salvador,5,0,0,13.413
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,12.061,0,5.277
Eswatini,3,0,0,26.72
Ethiopia,5,0,0,1.566
Fiji,5,0,0,0
Finland,5,5.053,0.722,4.332
France,1,182.54,14.186,6.189
Gabon,2,0,0,65.597
Gambia,5,0,0,0
Georgia,5,0,0,1.504
Germany,5,0,0,4.738
Ghana,5,0,0,9.365
Greece,5,0,0,0.863
Grenada,5,0,0,0
Guatemala,3,0,0,20.318
Guinea,5,0,0,3.198
Guinea-Bissau,5,0,0,0
Guyana,5,0,0,2.543
Haiti,5,0,0,10.875
Honduras,2,0,0,48.967
Hungary,4,37.783,0,0.311
Iceland,5,0,0,0
India,5,0,0,7.404
Indonesia,5,0,0,3.813
International,5,0,0,0
Iran,3,0,0,24.943
Iraq,3,0,0,19.566
Ireland,4,22.277,7.088,1.62
Israel,3,0,0,19.987
Italy,1,80.117,4.35,4.681
Jamaica,5,0,0,2.026
Japan,5,0,0,0.403
Jordan,5,0,0,1.372
Kazakhstan,5,0,0,11.45
Kenya,5,0,0,2.176
Kosovo,3,0,0,15.004
Kuwait,0,0,0,147.522
Kyrgyzstan,5,0,0,3.525
Laos,5,0,0,0
Latvia,5,6.362,0,0.53
Lebanon,5,0,0,2.637
Lesotho,5,0,0,0
Liberia,5,0,0,2.57
Libya,5,0,0,3.929
Liechtenstein,5,0,0,0
Lithuania,5,0,0,2.571
Luxembourg,4,27.158,1.598,9.585
Madagascar,5,0,0,1.589
Malawi,5,0,0,0.627
Malaysia,5,0,0,0.216
Maldives,2,0,0,48.1
Mali,5,0,0,1.926
Malta,5,0,0,4.53
Marshall Islands,5,0,0,0
Mauritania,5,0,0,12.474
Mauritius,5,0,0,0
Mexico,3,0,0,32.567
Moldova,2,0,0,54.041
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,5,0,0,0
Morocco,5,0,0,3.657
Mozambique,5,0,0,0.64
Myanmar,5,0,0,0.037
Namibia,5,0,0,0
Nepal,5,0,0,11.12
Netherlands,5,0,6.77,9.571
New Zealand,5,0,0,0
Nicaragua,2,0,0,52.23
Niger,5,0,0,0.041
Nigeria,5,0,0,3.216
North Macedonia,3,0,0,41.759
Norway,5,3.874,0,2.767
Oman,0,0,0,139.427
Pakistan,3,0,0,24.378
Palestine,5,0,0,1.568
Panama,2,0,0,87.838
Papua New Guinea,5,0,0,0
Paraguay,5,0,0,5.889
Peru,2,0,0,122.529
Philippines,5,0,0,4.727
Poland,1,53.875,0,10.569
Portugal,4,38.64,6.375,41.288
Qatar,0,0,0,597.35
Romania,5,0,0,7.537
Russia,2,0,0,58.841
Rwanda,5,0,0,0.926
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,3,0,0,29.465
Sao Tome and Principe,5,0,0,4.563
Saudi Arabia,2,0,0,94.445
Senegal,5,0,0,5.315
Serbia,5,0,0,10.14
Seychelles,5,0,0,0
Sierra Leone,5,0,0,3.009
Singapore,3,0,0,37.263
Slovakia,5,0.549,0,0.183
Slovenia,5,2.886,0,0.481
Solomon Islands,5,0,0,0
Somalia,5,0,0,3.02
South Africa,3,0,0,35.61
South Korea,5,0,0,0.975
South Sudan,5,0,0,0
Spain,5,0,0,5.326
Sri Lanka,5,0,0,0.093
Sudan,5,0,0,4.219
Suriname,3,0,0,15.342
Sweden,2,0,0,92.68
Switzerland,5,0,0,1.849
Syria,5,0,0,0.114
Taiwan,5,0,0,0
Tajikistan,5,0,0,8.493
Tanzania,5,0,0,0
Thailand,5,0,0,0.029
Timor,5,0,0,0
Togo,5,0,0,0.483
Trinidad and Tobago,5,0,0,0
Tunisia,5,0,0,0
Turkey,5,0,0,11.774
Uganda,5,0,0,0.24
Ukraine,5,0,0,9.192
United Arab Emirates,2,0,0,53.385
United Kingdom,1,77.173,7.233,17.073
United States,1,94.22,19.507,55.471
Uruguay,5,0,0,0.288
Uzbekistan,5,0,0,2.39
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,5,0,0,5.592
Vietnam,5,0,0,0
Yemen,5,0,0,0.939
Zambia,5,0,0,0
Zimbabwe,5,0,0,1.817
