country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,7,0.026,0.81,0
Albania,0,42.741,1.12,0
Algeria,7,11.744,0.93,0
Andorra,4,0,1.15,0
Angola,7,1.065,1.14,0
Antigua and Barbuda,3,0,0,0
Argentina,1,118.949,1.15,0
Armenia,3,70.531,0.79,0
Australia,7,16.588,1.12,0
Austria,6,10.215,0.97,2.221
Azerbaijan,7,28.207,0.72,0
Bahamas,1,124.603,1.36,0
Bahrain,1,203.34,0.99,0
Bangladesh,7,5.38,0.83,0
Barbados,4,34.798,0.61,0
Belarus,3,12.805,0.87,0
Belgium,0,38.569,1.34,5.004
Belize,5,2.515,0,0
Benin,4,0,0.95,0
Bhutan,5,0,0.65,0
Bolivia,1,116.508,1.01,0
Bosnia and Herzegovina,1,128.017,1.17,0
Botswana,5,0,0.81,0
Brazil,1,121.378,1.03,0
Brunei,4,0,0,0
Bulgaria,4,17.126,0.97,6.188
Burkina Faso,5,0,0.99,0
Burundi,3,0,0.68,0
Cambodia,6,0,0.38,0
Cameroon,5,0,1.01,0
Canada,5,6.491,0.99,0
Cape Verde,1,120.506,1.08,0
Central African Republic,5,0,0.6,0
Chad,5,0,0.85,0
Chile,1,108.442,0.92,0
China,7,0.11,1.07,0
Colombia,1,225.42,1.16,0
Comoros,3,0,0.67,0
Congo,5,0,0.65,0
Costa Rica,1,154.688,1.15,0
Cote d'Ivoire,6,2.767,0.88,0
Croatia,6,8.769,0.82,0
Cuba,5,1.148,1.61,0
Cyprus,4,29.684,1.68,0
Czechia,4,9.431,1.07,1.774
Democratic Republic of Congo,5,0.346,1.05,0
Denmark,4,0,1.37,0.345
Djibouti,0,77.935,0.98,0
Dominica,4,0,0,0
Dominican Republic,0,76.328,0.97,0
Ecuador,5,0,1.02,0
Egypt,5,1.632,0.56,0
El Salvador,0,61.361,1.08,0
Equatorial Guinea,3,0,0.29,0
Eritrea,7,0,0.28,0
Estonia,6,5.277,1.64,0.754
Eswatini,0,59.474,1.06,0
Ethiopia,7,6.15,1.09,0
Fiji,5,0,0,0
Finland,6,1.805,1.27,0
France,4,0,1.32,5.285
Gabon,5,0,1.06,0
Gambia,6,0,1.48,0
Georgia,4,1.504,0.79,0
Germany,5,2.566,1.21,0
Ghana,4,0,1.04,0
Greece,4,7.196,1.44,0
Grenada,3,0,0,0
Guatemala,7,18.252,1.04,0
Guinea,5,0.685,1.09,0
Guinea-Bissau,3,0,0.68,0
Guyana,0,55.94,1.32,0
Haiti,6,0,0.91,0
Honduras,0,51.693,1.05,0
Hungary,4,0.932,1.15,0
Iceland,0,41.026,1.68,0
India,0,38.385,1.16,0
Indonesia,5,5.553,1.04,0
International,3,0,0,0
Iran,7,31.967,1.05,0
Iraq,0,60.837,1.06,0
Ireland,4,10.734,1.51,0.81
Israel,0,81.797,0.9,0
Italy,4,3.936,1.11,0.695
Jamaica,5,3.715,1.39,0
Japan,6,10.373,1.33,0
Jordan,4,0.49,1.12,0
Kazakhstan,2,341.221,0.79,0
Kenya,7,12.832,1.08,0
Kosovo,1,126.761,1.05,0
Kuwait,1,108.417,0.86,0
Kyrgyzstan,0,64.376,0.69,0
Laos,6,0,0,0
Latvia,4,2.651,1.17,0
Lebanon,5,22.709,1.28,0
Lesotho,5,7.469,1.02,0
Liberia,5,3.559,0.91,0
Libya,7,21.248,1.28,0
Liechtenstein,3,26.221,0,0
Lithuania,6,6.245,1.29,0
Luxembourg,1,99.045,0.91,11.183
Madagascar,5,9.209,0.92,0
Malawi,5,2.352,0.99,0
Malaysia,4,0.433,1.01,0
Maldives,2,397.749,1.26,0
Mali,4,0.296,1.04,0
Malta,3,33.972,1.27,0
Marshall Islands,3,0,0,0
Mauritania,6,0.86,0.77,0
Mauritius,6,0,0.07,0
Mexico,0,37.64,1,0
Moldova,0,61.726,1.09,0
Monaco,3,0,1.22,0
