country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,7,1.259,1.41,0
Albania,7,2.78,1,0
Algeria,0,1.984,1.05,0
Andorra,4,168.252,0.72,0
Angola,7,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,0,1.527,1.28,0
Armenia,5,9.449,1.13,0
Australia,6,2.51,0.44,0
Austria,2,20.541,0.52,26.981
Azerbaijan,7,4.833,0.91,0
Bahamas,5,5.086,0,0
Bahrain,4,98.144,1.36,0
Bangladesh,0,1.269,2.47,0
Barbados,7,0,0,0
Belarus,5,38.31,1.89,0
Belgium,4,45.731,1.09,103.886
Belize,6,0,0,0
Benin,6,0,0,0
Bhutan,7,0,0,0
Bolivia,7,2.056,1.39,0
Bosnia and Herzegovina,1,14.021,1.17,0
Botswana,7,0,0,0
Brazil,6,8.619,1.61,0
Brunei,3,0,0.16,0
Bulgaria,6,4.03,1.18,4.174
Burkina Faso,7,1.483,0.95,0
Burundi,5,0,0,0
Cambodia,6,0,0.1,0
Cameroon,6,1.055,1.27,0
Canada,2,35.901,1.3,0
Cape Verde,6,1.799,0,0
Central African Republic,6,0,0,0
Chad,7,0,0,0
Chile,2,20.506,1.37,0
China,3,0.065,1.02,0
Colombia,7,2.496,1.3,0
Comoros,5,0,0,0
Congo,0,0,0,0
Costa Rica,6,1.178,0.84,0
Cote d'Ivoire,6,0.455,1.26,0
Croatia,1,13.154,0.82,0
Cuba,6,3.532,1.23,0
Cyprus,2,37.676,0.86,0
Czechia,6,4.856,0.72,7.751
Democratic Republic of Congo,6,0.067,1.12,0
Denmark,2,33.321,1.04,16.056
Djibouti,2,65.789,1.69,0
Dominica,6,0,0,0
Dominican Republic,1,10.97,1.37,0
Ecuador,0,4.194,1.29,0
Egypt,7,1.564,1.36,0
El Salvador,7,1.85,1.16,0
Equatorial Guinea,5,14.255,0,0
Eritrea,0,0,0,0
Estonia,2,30.907,0.84,7.538
Eswatini,7,0,0,0
Ethiopia,6,0.07,0,0
Fiji,7,0,0,0
Finland,2,17.507,1.1,13.536
France,4,76.156,1.32,101.098
Gabon,7,0,0,0
Gambia,6,0,0,0
Georgia,0,7.019,1.31,0
Germany,6,15.361,0.8,0
Ghana,7,2.253,1.42,0
Greece,7,2.399,0.86,0
Grenada,5,0,0,0
Guatemala,0,0.614,1.25,0
Guinea,6,3.35,1.14,0
Guinea-Bissau,5,0,0,0
Guyana,7,2.543,0,0
Haiti,7,0,0,0
Honduras,0,1.01,1.26,0
Hungary,6,5.59,1.19,0
Iceland,2,26.374,0.44,23.443
India,0,0.749,1.65,0
Indonesia,6,1.031,1.35,0
International,5,0,0,0
Iran,3,18.74,0.78,0
Iraq,0,0.547,0.75,0
Ireland,4,168.496,1.36,30.175
Israel,2,46.098,0.89,0
Italy,4,49.155,0.84,52.694
Jamaica,6,0,0,0
Japan,3,3.985,1.25,0
Jordan,0,0.588,0.66,0
Kazakhstan,1,7.509,1.48,0
Kenya,7,0.149,0.94,0
Kosovo,1,7.761,1.23,0
Kuwait,1,12.879,1.23,0
Kyrgyzstan,0,1.686,1.15,0
Laos,0,0,0,0
Latvia,6,1.06,0.9,0
Lebanon,7,1.319,0.98,0
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,7,1.31,0,0
Liechtenstein,5,0,0,0
Lithuania,7,2.939,0.92,0
Luxembourg,2,23.963,0.69,54.315
Madagascar,0,0.072,0.54,0
Malawi,3,0,0,0
Malaysia,6,5.252,0.88,0
Maldives,5,0,0,0
Mali,6,1.037,1.09,0
Malta,5,20.383,0.76,6.794
Marshall Islands,5,0,0,0
Mauritania,6,0,0,0
Mauritius,7,0,0.44,0
Mexico,7,2.986,1.58,0
Moldova,2,55.033,1.32,0
Monaco,7,0,0,0
Mongolia,6,3.965,0,0
Montenegro,5,14.33,0.6,0
Morocco,0,3.387,1.4,0
Mozambique,3,0.224,0,0
Myanmar,7,0.018,0,0
Namibia,6,0,0,0
Nepal,0,0.069,0,0
Netherlands,4,50.774,1,69.799
New Zealand,0,3.525,0.56,0
Nicaragua,5,0,0,0
Niger,3,1.694,0.93,0
Nigeria,7,0.146,1.5,0
North Macedonia,5,25.919,1.2,0
Norway,6,3.689,0.72,0
Oman,1,16.841,1.31,0
Pakistan,0,2.472,1.46,0
Palestine,0,2.156,0.76,0
Panama,1,16.687,1.23,0
Papua New Guinea,6,0,0,0
Paraguay,0,1.682,1.04,0
Peru,1,15.741,1.74,0
Philippines,0,2.656,1.12,0
Poland,7,7.081,1.11,0
Portugal,2,50.408,0.96,21.379
Qatar,2,68.378,1.41,0
Romania,1,12.787,1.16,12.527
Russia,1,19.009,2,0
Rwanda,7,0.54,0.6,0
Saint Kitts and Nevis,5,37.6,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,4,441.982,1.11,0
Sao Tome and Principe,5,0,0,0
