country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,6.011,0.87,0
Albania,6,23.282,1.23,0
Algeria,2,3.922,1.37,0
Andorra,5,0,0.35,0
Angola,2,0.243,1.12,0
Antigua and Barbuda,7,0,0,0
Argentina,0,58.59,1.29,0
Armenia,3,239.941,1.08,0
Australia,5,1.451,1.73,0
Austria,5,4.552,1.23,1.221
Azerbaijan,0,58.19,1.25,0
Bahamas,7,0,0.07,0
Bahrain,3,298.546,1.08,0
Bangladesh,6,21.021,1.07,0
Barbados,2,0,0,0
Belarus,1,48.469,0.76,0
Belgium,5,7.593,0.98,3.451
Belize,2,0,0,0
Benin,1,4.289,0.97,0
Bhutan,2,0,0,0
Bolivia,0,94.063,1.19,0
Bosnia and Herzegovina,6,26.823,1.18,0
Botswana,5,1.276,0,0
Brazil,3,201.003,1.14,0
Brunei,5,0,0,0
Bulgaria,1,18.421,1.31,2.303
Burkina Faso,5,0.574,0.97,0
Burundi,7,0,0.64,0
Cambodia,5,0,0.15,0
Cameroon,6,12.13,1.05,0
Canada,6,8.479,0.83,0
Cape Verde,4,30.576,1.1,0
Central African Republic,6,9.938,0.89,0
Chad,2,0,0.75,0
Chile,3,190.885,0.9,0
China,2,0.014,1.09,0
Colombia,0,69.591,1.27,0
Comoros,7,0,0.72,0
Congo,2,0,0.72,0
Costa Rica,6,28.857,1.49,0
Cote d'Ivoire,6,9.857,1.12,0
Croatia,5,5.359,3.01,0
Cuba,2,0.088,0.56,0
Cyprus,5,1.142,0.93,0
Czechia,1,11.859,1.49,1.214
Democratic Republic of Congo,2,2.077,1.08,0
Denmark,5,9.323,0.99,1.381
Djibouti,6,13.158,0.61,0
Dominica,2,0,0,0
Dominican Republic,0,64.068,1.19,0
Ecuador,2,0,1.18,0
Egypt,6,13.876,1,0
El Salvador,4,27.289,1.15,0
Equatorial Guinea,7,0,0.26,0
Eritrea,4,0.282,0.42,0
Estonia,5,0.754,0.57,1.508
Eswatini,4,13.791,1.23,0
Ethiopia,2,1.618,0.99,0
Fiji,5,0,0,0
Finland,1,2.166,0.8,0.361
France,5,1.241,1.07,9.652
Gabon,0,48.074,1.08,0
Gambia,2,0,0,0
Georgia,5,0.752,0.66,0
Germany,5,4.667,1.08,0
Ghana,6,14.321,1.18,0
Greece,5,0.768,1.14,0
Grenada,7,0,0,0
Guatemala,4,15.573,1.22,0
Guinea,2,10.203,1.1,0
Guinea-Bissau,7,0,0.78,0
Guyana,2,3.814,0.82,0
Haiti,4,9.208,1.01,0
Honduras,0,63.405,1.22,0
Hungary,5,0.725,0.88,0
Iceland,1,5.861,1.28,0
India,4,12.262,1.23,0
Indonesia,5,4.069,1.11,0
International,7,0,0,0
Iran,1,30.133,1.02,0
Iraq,0,54.696,1.31,0
Ireland,2,1.013,0.75,1.823
Israel,0,56.265,1.59,0
Italy,5,9.543,1.09,1.77
Jamaica,2,2.702,1.13,0
Japan,1,0.664,1.36,0
Jordan,5,2.352,0.95,0
Kazakhstan,4,27.694,1.12,0
Kenya,4,4.724,1.24,0
Kosovo,6,26.904,1.36,0
Kuwait,3,198.1,1.19,0
Kyrgyzstan,6,34.947,1.57,0
Laos,1,0,0,0
Latvia,5,0,0.98,0
Lebanon,2,3.223,1.2,0
Lesotho,5,0,0,0
Liberia,2,1.977,1.01,0
Libya,4,4.512,1.24,0
Liechtenstein,7,0,0,0
Lithuania,1,0.367,0.84,0
Luxembourg,1,11.183,1.65,0
Madagascar,2,2.275,1.36,0
Malawi,5,7.214,1.29,0
Malaysia,5,0.185,0.57,0
Maldives,7,42.55,1.02,0
Mali,5,1.333,1.03,0
Malta,7,0,0.56,2.265
Marshall Islands,7,0,0,0
Mauritania,0,48.821,1.13,0
Mauritius,1,0.786,0.12,0
Mexico,0,42.169,1.11,0
Moldova,0,90.234,1.03,0
Monaco,7,25.482,0.13,0
Mongolia,2,0.305,0.69,0
Montenegro,7,17.514,2.21,0
Morocco,6,15.253,1.56,0
Mozambique,2,0.16,1.11,0
Myanmar,2,0.018,0.69,0
Namibia,5,1.574,0,0
Nepal,4,21.588,1.15,0
Netherlands,5,4.786,0.74,3.385
New Zealand,1,0.622,1.44,0
Nicaragua,7,0,0.24,0
Niger,1,0,0.74,0
Nigeria,2,3.148,1.1,0
North Macedonia,1,64.319,1.05,0
Norway,1,2.951,1.02,0
Oman,3,223.631,1.13,0
Pakistan,6,18.308,0.93,0
Palestine,4,31.168,2.42,0
Panama,3,165.942,1.18,0
Papua New Guinea,5,0.112,0,0
Paraguay,4,14.861,1.68,0
Peru,0,117.646,1.02,0
Philippines,2,4.289,1.21,0
Poland,5,7.768,0.88,0
Portugal,6,35.992,1.05,7.159
Qatar,3,416.166,0.9,0
Romania,1,16.686,1.19,9.669
Russia,0,49.097,0.91,0
Rwanda,2,2.471,1.27,0
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,1,0,0.33,0
Sao Tome and Principe,7,13.689,0.48,0
Saudi Arabia,0,89.706,1.04,0
Senegal,5,5.674,1.01,0
Serbia,1,21.015,1.45,0
Seychelles,1,0,0,0
Sierra Leone,5,0.878,0.97,0
Singapore,6,32.648,0.76,0
Slovakia,1,3.297,1.48,0
Slovenia,1,3.367,1.75,0.962
Solomon Islands,1,0,0,0
Somalia,5,1.447,0.79,0
South Africa,0,95.905,1.38,0
South Korea,5,0.546,0.83,0
South Sudan,2,1.072,0.78,0
Spain,1,7.144,1.08,0
Sri Lanka,5,0.467,0.93,0
Sudan,2,0,1.05,0
Suriname,0,64.776,1.18,0
Sweden,3,168.131,1.03,0
Switzerland,1,5.084,1.38,0
Syria,2,0,1.27,0
Taiwan,1,0,0.29,0
Tajikistan,6,6.605,0.89,0
Tanzania,1,0,0,0
Thailand,5,0.029,0.95,0
Timor,1,0,0,0
Togo,5,0.846,1.04,0
Trinidad and Tobago,5,0,0.04,0
Tunisia,1,0.085,0.99,0
Turkey,6,17.69,1.12,0
Uganda,2,0.175,0.94,0
Ukraine,1,21.745,1.15,0
United Arab Emirates,0,45.499,0.95,0
United Kingdom,6,11.446,0.84,4.655
United States,0,104.005,1.28,15.991
Uruguay,5,4.894,1.08,0
Uzbekistan,6,9.8,1.32,0
Vanuatu,2,0,0,0
Vatican,7,0,0,0
Venezuela,4,6.295,1.33,0
Vietnam,5,0.031,0.59,0
Yemen,5,0.771,1,0
Zambia,1,0.653,0.9,0
Zimbabwe,2,0.336,1.19,0
