country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,3,0.026,0,1.207
Albania,3,0,0,2.432
Algeria,3,0.479,0,2.166
Andorra,1,12.942,0,232.964
Angola,3,0,0,0
Antigua and Barbuda,3,0,0,0
Argentina,2,0.221,0,3.983
Armenia,2,0.675,0,5.4
Australia,2,0.118,0,4.196
Austria,0,2.665,28.979,34.531
Azerbaijan,2,0.099,0,6.411
Bahamas,3,0,0,2.543
Bahrain,4,0.588,0,22.332
Bangladesh,3,0.036,0,0.571
Barbados,2,3.48,0,3.48
Belarus,0,0.317,0,52.385
Belgium,1,42.797,108.891,145.302
Belize,3,2.515,0,2.515
Benin,3,0,0,0.742
Bhutan,3,0,0,0
Bolivia,3,0.086,0,0.343
Bosnia and Herzegovina,4,0.305,0,13.106
Botswana,3,0,0,0
Brazil,2,0.503,0,7.273
Brunei,3,0,0,2.286
Bulgaria,3,0.144,4.749,2.447
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,2,0.075,0,3.39
Canada,0,1.431,0,37.226
Cape Verde,3,0,0,0
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,4,0.418,0,27.673
China,3,0.001,0,0.04
Colombia,2,0.216,0,4.913
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,2,0,0,3.73
Cote d'Ivoire,3,0,0,0
Croatia,4,0.244,0,21.436
Cuba,2,0,0,4.326
Cyprus,0,0,0,35.392
Czechia,4,0.654,8.311,15.221
Democratic Republic of Congo,3,0.022,0,0.391
Denmark,0,1.726,19.509,31.767
Djibouti,4,1.012,0,15.182
Dominica,4,0,0,13.891
Dominican Republic,4,0.737,0,24.982
Ecuador,1,1.417,0,124.468
Egypt,3,0.166,0,0.928
El Salvador,3,0,0,2.158
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0.282
Estonia,0,0,8.292,38.446
Eswatini,3,0,0,0
Ethiopia,3,0.009,0,0.078
Fiji,3,0,0,1.116
Finland,0,1.083,14.619,29.599
France,0,15.121,105.326,66.98
Gabon,3,0,0,0
Gambia,3,0,0,0
Georgia,2,0,0,4.011
Germany,0,1.91,0,47.622
Ghana,3,0,0,0
Greece,2,0.48,0,5.373
Grenada,4,0,0,17.775
Guatemala,3,0,0,1.73
Guinea,3,0,0,1.371
Guinea-Bissau,3,0,0,0
Guyana,3,0,0,0
Haiti,3,0,0,0.088
Honduras,2,0,0,3.938
Hungary,4,1.139,0,21.738
Iceland,0,2.93,29.304,79.121
India,3,0.014,0,0.633
Indonesia,3,0.095,0,0.801
International,3,0,0,0
Iran,4,1.453,0,23.478
Iraq,3,0.025,0,1.169
Ireland,1,4.86,31.391,306.817
Israel,0,0.924,0,41.361
Italy,0,9.427,57.838,65.347
Jamaica,3,0,0,0
Japan,2,0.095,0,5.029
Jordan,3,0,0,0
Kazakhstan,3,0.107,0,1.651
Kenya,3,0,0,0.093
Kosovo,3,0.517,0,1.552
Kuwait,4,0,0,19.435
Kyrgyzstan,3,0.153,0,2.759
Laos,3,0,0,0
Latvia,2,0,0,12.194
