country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.539,17.571
Albania,2,0,0,14.594
Algeria,2,0,0.182,2.326
Andorra,2,0,0,0
Angola,2,0,0,0.517
Antigua and Barbuda,2,0,0,0
Argentina,0,0.141,0.398,27.126
Armenia,3,0,3.375,144.437
Australia,2,1.148,0,0.431
Austria,2,0.602,0.111,2.887
Azerbaijan,0,0,0.395,33.435
Bahamas,2,0,0,0
Bahrain,3,4.642,1.175,275.626
Bangladesh,0,0.097,0.225,19.37
Barbados,2,0,0,13.919
Belarus,1,0,0.635,84.768
Belgium,2,1.236,0.863,11.39
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,1,0.122,2.142,54.57
Bosnia and Herzegovina,2,0,0.305,14.326
Botswana,2,0,0,2.551
Brazil,3,0,5.994,154.841
Brunei,2,0,0,0
Bulgaria,2,0.256,0,14.967
Burkina Faso,2,0,0,0
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,13.9
Canada,2,0.889,1.802,12.691
Cape Verde,1,0.442,0,53.958
Central African Republic,2,0,0,7.868
Chad,2,0,0.061,0.122
Chile,3,0.757,10.044,298.019
China,2,0,0,0.008
Colombia,0,0.237,1.199,31.523
Comoros,0,0,0,24.149
Congo,2,0,0,0
Costa Rica,0,0.084,0.196,16.882
Cote d'Ivoire,2,0.023,0.114,7.051
Croatia,2,0.057,0,0.487
Cuba,2,0.185,0,0.53
Cyprus,2,1.563,0,2.283
Czechia,2,0.38,0.187,6.817
Democratic Republic of Congo,2,0.007,0.067,1.463
Denmark,2,2.583,0,2.59
Djibouti,0,0,0,42.51
Dominica,2,0,0,0
Dominican Republic,0,0.227,0.553,36.228
Ecuador,0,0.064,1.7,29.643
Egypt,2,0,0.352,14.218
El Salvador,2,0.366,0.617,12.796
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0.564
Estonia,2,0.895,0,8.292
Eswatini,0,0,0,23.273
Ethiopia,2,0.054,0.026,1.479
Fiji,2,0.144,0,0
Finland,2,0.534,0,2.707
France,2,0.622,0.352,8.349
Gabon,1,0,0.449,57.509
Gambia,2,0,0,0
Georgia,2,0,0,2.256
Germany,2,0,0.191,0.191
Ghana,2,0.104,0,0
Greece,2,0,0,0.959
Grenada,2,0,0,0
Guatemala,0,0.05,1.507,19.815
Guinea,2,0,0,0
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,0
Haiti,2,0,0.175,11.752
Honduras,0,0,1.918,42.909
Hungary,2,0.333,0.104,1.035
Iceland,2,0.19,0,0
India,2,0.105,0.255,7.579
Indonesia,2,0.021,0.132,4.533
International,2,0,0,0
Iran,0,0.267,0.964,23.942
Iraq,0,0.195,0.845,28.492
Ireland,2,0.542,0.81,3.24
Israel,0,2.136,0.116,27.728
Italy,2,1.037,1.174,3.341
Jamaica,2,0.047,0,0
Japan,2,0.04,0.016,0.277
Jordan,2,0,0,1.764
Kazakhstan,2,1.324,0.32,13.048
