country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,0.565,1.44,0
Albania,6,5.56,1.1,0
Algeria,3,2.987,2.09,0
Andorra,4,181.195,0.9,0
Angola,3,0.03,0,0
Antigua and Barbuda,2,0,0,0
Argentina,3,0,1.53,0
Armenia,1,13.161,1.34,0
Australia,6,11.882,1.11,0
Austria,4,58.958,0.99,23.872
Azerbaijan,3,6.016,1.69,0
Bahamas,1,17.8,0,0
Bahrain,6,1.175,1.33,0
Bangladesh,3,0.018,0,0
Barbados,6,0,0,0
Belarus,2,1.164,2.31,0
Belgium,4,102.592,1.61,98.709
Belize,6,0,0,0
Benin,6,0.33,0,0
Bhutan,6,0,0,0
Bolivia,3,0.685,1.27,0
Bosnia and Herzegovina,5,11.887,1.17,0
Botswana,0,0,0,0
Brazil,6,5.264,1.97,0
Brunei,0,4.572,0.21,0
Bulgaria,6,3.31,1.13,0
Burkina Faso,3,1.005,0.96,0
Burundi,2,0,0,0
Cambodia,0,0,0.13,0
Cameroon,0,1.507,1.3,0
Canada,5,27.37,1.86,0
Cape Verde,6,0,0,0
Central African Republic,6,0,0,0
Chad,0,0,0,0
Chile,5,15.327,1.76,0
China,6,0.057,0.87,0
Colombia,3,3.125,1.65,0
Comoros,2,0,0,0
Congo,3,0,0,0
Costa Rica,6,5.497,1,0
Cote d'Ivoire,6,0.417,1.29,0
Croatia,5,23.385,1.26,0
Cuba,6,2.295,1.33,0
Cyprus,4,66.218,1.28,0
Czechia,5,18.676,1.32,7.003
Democratic Republic of Congo,6,0.123,0,0
Denmark,4,43.334,1.31,25.206
Djibouti,3,3.036,0,0
Dominica,6,0,0,0
Dominican Republic,5,16.132,1.73,0
Ecuador,5,28.793,1.84,0
Egypt,3,0.674,1.55,0
El Salvador,3,0,0,0
Equatorial Guinea,2,2.138,0,0
Eritrea,3,0,0,0
Estonia,5,25.631,1.24,12.061
Eswatini,3,0,0,0
Ethiopia,6,0.026,0,0
Fiji,3,0,0,0
Finland,6,5.053,1.32,11.19
France,4,75.406,1.65,91.002
Gabon,6,0.899,0,0
Gambia,6,0,0,0
Georgia,3,1.755,0.86,0
Germany,4,72.377,1.36,0
Ghana,3,1.094,1.38,0
Greece,5,9.69,1.13,0
