country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,2.697,0.8,0
Albania,0,40.656,1.12,0
Algeria,3,14.64,1.06,0
Andorra,5,0,1.08,0
Angola,3,1.521,1.14,0
Antigua and Barbuda,2,0,0,0
Argentina,4,131.406,1.17,0
Armenia,0,80.655,0.8,0
Australia,3,10.941,1.24,0
Austria,5,13.213,1.08,1.665
Azerbaijan,3,40.634,0.87,0
Bahamas,4,165.29,1.87,0
Bahrain,4,257.995,0.99,0
Bangladesh,3,17.973,0.95,0
Barbados,5,0,0.48,0
Belarus,2,12.17,0.85,0
Belgium,1,20.19,1.46,4.228
Belize,1,0,0,0
Benin,5,0,0.95,0
Bhutan,1,0,0,0
Bolivia,6,98.175,1.03,0
Bosnia and Herzegovina,6,81.687,1.17,0
Botswana,1,0,0.84,0
Brazil,4,192.022,1.06,0
Brunei,5,0,0,0
Bulgaria,0,35.979,1.03,5.613
Burkina Faso,5,0.239,0.99,0
Burundi,2,0,0.68,0
Cambodia,5,0,0.37,0
Cameroon,1,2.599,1,0
Canada,1,10.598,1.04,0
Cape Verde,0,46.764,1.08,0
Central African Republic,1,0,0.61,0
Chad,1,0.244,0.83,0
Chile,6,98.189,0.9,0
China,3,0.144,1.47,0
Colombia,4,202.111,1.19,0
Comoros,2,0,0.67,0
Congo,1,0,0.67,0
Costa Rica,6,98.741,1.18,0
Cote d'Ivoire,5,2.199,0.9,0
Croatia,5,10.231,0.83,0
Cuba,1,2.031,2.09,0
Cyprus,5,7.992,1.74,0
Czechia,0,26.426,1.24,1.774
Democratic Republic of Congo,1,0.324,1.05,0
Denmark,1,6.215,1.33,0.518
Djibouti,1,9.109,0.88,0
Dominica,5,0,0,0
Dominican Republic,6,49.226,1.04,0
Ecuador,6,63.368,1.03,0
Egypt,1,4.544,0.65,0
El Salvador,6,63.365,1.09,0
Equatorial Guinea,2,0,0.28,0
Eritrea,3,0,0.28,0
Estonia,2,3.015,1.61,0.754
Eswatini,6,75.851,1.14,0
Ethiopia,3,5.68,1.29,0
Fiji,1,0,0,0
Finland,5,1.083,1.19,0
France,5,11.107,1.3,5.531
Gabon,1,0,1.07,0
Gambia,5,0,1.47,0
Georgia,1,2.005,0.94,0
Germany,1,7.102,1.22,0
Ghana,0,25.167,1.06,0
Greece,1,4.989,1.36,0
Grenada,2,0,0,0
Guatemala,6,63.743,1.07,0
Guinea,1,5.406,1.09,0
Guinea-Bissau,2,0,0.69,0
Guyana,3,8.9,1.27,0
Haiti,5,0,0.9,0
Honduras,6,72.592,1.06,0
Hungary,1,0.828,1.11,0
Iceland,5,8.791,1.7,0
India,3,37.388,1.19,0
Indonesia,1,6.391,1.06,0
International,2,0,0,0
Iran,0,31.753,1.07,0
Iraq,6,68.295,1.1,0
Ireland,5,7.493,1.43,1.215
Israel,4,245.507,1.07,0
Italy,5,3.341,1.12,0.662
Jamaica,1,0.675,1.3,0
Japan,5,7.701,1.46,0
Jordan,5,0.588,1.15,0
Kazakhstan,6,82.23,0.84,0
Kenya,3,11.27,1.15,0
Kosovo,6,123.656,1.11,0
Kuwait,4,180.304,0.99,0
Kyrgyzstan,6,83.995,0.73,0
Laos,2,0,0,0
Latvia,5,0.53,1.16,0
Lebanon,0,20.658,1.3,0
Lesotho,1,0,1.03,0
Liberia,1,1.977,0.92,0
Libya,3,27.651,1.3,0
Liechtenstein,2,26.221,0,0
Lithuania,5,2.939,1.31,0
Luxembourg,0,86.265,1.04,6.39
Madagascar,3,14.951,1.03,0
Malawi,1,2.352,1.03,0
Malaysia,5,1.205,1.16,0
Maldives,4,253.449,1.28,0
Mali,1,0.346,1.03,0
Malta,2,15.854,1.29,0
Marshall Islands,2,0,0,0
Mauritania,5,8.818,0.73,0
Mauritius,2,0,0.06,0
Mexico,6,55.905,1.02,0
Moldova,6,90.978,1.11,0
Monaco,2,25.482,1.15,0
Mongolia,1,0.61,0.29,0
Montenegro,0,89.163,0.72,0
Morocco,1,13.546,1.48,0
Mozambique,3,0.608,1.12,0
Myanmar,3,0.018,0.93,0
Namibia,0,29.123,1.24,0
Nepal,3,10.674,1.19,0
Netherlands,5,13.014,1.5,1.459
New Zealand,2,0.415,1.13,0
Nicaragua,0,35.172,0.33,0
Niger,2,0,0.71,0
Nigeria,3,3.027,0.93,0
North Macedonia,0,48.959,0.96,0
Norway,5,3.32,1.49,0
Oman,4,165.667,0.97,0
Pakistan,1,4.237,0.7,0
Palestine,6,62.14,0.96,0
Panama,4,181.006,1,0
Papua New Guinea,5,0.112,0,0
Paraguay,3,17.666,1.28,0
Peru,4,160.379,1.16,0
Philippines,3,14.902,1.27,0
Poland,5,13.264,1.24,0
Portugal,1,10.886,0.83,4.021
Qatar,6,98.228,0.72,0
Romania,0,59.83,1.23,18.557
Russia,0,36.866,0.93,0
Rwanda,3,3.629,1.05,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,5,0,0.11,0
Sao Tome and Principe,2,9.126,0.51,0
Saudi Arabia,6,54.49,0.83,0
Senegal,5,2.449,0.99,0
Serbia,0,55.698,1.02,0
Seychelles,2,0,0.19,0
Sierra Leone,5,0.376,0.96,0
Singapore,0,61.364,1.16,0
Slovakia,5,4.213,1.27,0
Slovenia,5,6.734,0.98,1.443
Solomon Islands,5,0,0,0
Somalia,5,1.007,0.74,0
South Africa,6,121.938,0.86,0
South Korea,5,0.936,0.78,0
South Sudan,3,0,0.87,0
Spain,0,39.098,1.54,0
Sri Lanka,5,0.234,0.73,0
Sudan,1,1.642,1.02,0
Suriname,6,46.025,1.17,0
Sweden,0,28.022,1.02,0
Switzerland,5,15.252,1.2,0
Syria,1,1.143,1.33,0
Taiwan,2,0.21,0.55,0
Tajikistan,5,4.299,0.95,0
Tanzania,5,0,0,0
Thailand,1,0,1.02,0
Timor,5,0,0,0
Togo,1,2.657,1.06,0
Trinidad and Tobago,1,3.573,1.8,0
Tunisia,2,1.1,1.32,0
Turkey,5,11.418,1,0
Uganda,3,0.153,1.19,0
Ukraine,0,21.356,1.14,0
United Arab Emirates,0,37.309,0.94,0
United Kingdom,1,8.146,0.93,1.37
United States,4,198.745,0.99,31.61
Uruguay,2,4.606,1.11,0
Uzbekistan,3,14.64,1.15,0
Vanuatu,1,0,0,0
Vatican,2,0,0,0
Venezuela,3,20.502,1.26,0
Vietnam,3,0.154,1.81,0
Yemen,5,0.402,0.81,0
Zambia,0,24.478,0.89,0
Zimbabwe,3,7.603,1.24,0
