country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,7,0.026,0,0.257
Albania,3,1.042,0,57.335
Algeria,1,0.137,0,3.101
Andorra,7,0,0,0
Angola,4,0.183,0,6.542
Antigua and Barbuda,7,0,0,0
Argentina,6,7.877,0,274.672
Armenia,6,2.025,0,219.017
Australia,0,0.039,0,0.745
Austria,2,1.11,10.992,137.125
Azerbaijan,5,0.296,0,22.98
Bahamas,8,10.172,0,788.307
Bahrain,6,1.175,0,250.943
Bangladesh,4,0.14,0,7.305
Barbados,4,0,0,6.96
Belarus,7,0,0,0
Belgium,8,2.071,19.5,685.959
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,5,2.57,0,20.303
Bosnia and Herzegovina,2,0.305,0,130.455
Botswana,7,0,0,0
Brazil,2,2.63,0,125.842
Brunei,7,0,0,0
Bulgaria,3,0.576,8.491,64.475
Burkina Faso,0,0.048,0,0.813
Burundi,7,0,0,0.168
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,3,0.609,0,56.754
Cape Verde,6,1.799,0,187.054
Central African Republic,7,0,0,0.207
Chad,0,0.122,0,1.035
Chile,2,2.72,0,95.521
China,7,0,0,0.019
Colombia,6,3.243,0,166.009
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,6,4.122,0,272.079
Cote d'Ivoire,1,0,0,3.488
Croatia,2,0.974,0,118.384
Cuba,7,0,0,0.441
Cyprus,9,0,0,39.959
Czechia,8,4.015,40.9,432.441
Democratic Republic of Congo,7,0,0,0.067
Denmark,3,0.345,3.453,76.655
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,3,0.184,0,51.346
Ecuador,3,0.737,0,55.546
Egypt,0,0.107,0,1.221
El Salvador,7,0.925,0,0
Equatorial Guinea,7,0,0,0
Eritrea,1,0,0,2.538
Estonia,9,0,3.769,27.892
Eswatini,5,0,0,13.791
Ethiopia,4,0.052,0,6.672
Fiji,7,0,0,0
Finland,3,0,0,48.55
France,7,0,22.306,0
Gabon,7,0,0,0
Gambia,1,0,0,2.897
Georgia,2,1.504,0,130.102
Germany,9,0.251,0,35.424
Ghana,0,0,0,0.579
Greece,9,0.48,0,29.358
Grenada,7,0,0,0
Guatemala,9,0.502,0,33.993
Guinea,1,0.076,0,3.198
Guinea-Bissau,7,0,0,0
Guyana,3,2.543,0,59.754
Haiti,0,0,0,0.526
Honduras,3,1.212,0,59.972
Hong Kong,7,0,0,0
Hungary,2,2.07,0,142.231
Iceland,6,0,0,254.945
India,3,0.665,0,53.901
Indonesia,5,0.322,0,15.699
International,7,0,0,0
Iran,3,2.322,0,46.135
Iraq,3,1.367,0,58.276
Ireland,6,0.608,6.076,204.747
Israel,2,4.044,0,105.828
Italy,2,0.48,6.45,94.671
Jamaica,3,2.026,0,66.19
Japan,4,0.024,0,5.495
Jordan,2,1.47,0,121.041
Kazakhstan,5,0.053,0,17.841
Kenya,4,0.093,0,10.005
Kosovo,9,2.07,0,41.391
Kuwait,2,1.405,0,115.207
Kyrgyzstan,3,0.766,0,47.056
Laos,7,0,0,0
Latvia,3,0,0,47.185
Lebanon,6,0.733,0,203.357
Lesotho,7,0,0,0
Liberia,0,0,0,0.593
Libya,3,0.291,0,46.28
Liechtenstein,3,0,0,78.664
Lithuania,3,0,0,75.304
Luxembourg,6,1.598,3.195,246.016
Madagascar,0,0,0,0.939
Malawi,7,0,0,0.418
Malaysia,4,0.093,0,11.555
Maldives,2,0,0,94.35
Mali,0,0.049,0,1.235
Malta,6,0,0,226.481
Marshall Islands,7,0,0,0
Mauritania,7,0,0,0.43
Mauritius,7,0,0,0
Mexico,9,1.125,0,33.413
Moldova,6,3.966,0,230.295
Monaco,7,0,0,0
Mongolia,7,0,0,0
Montenegro,8,6.369,0,466.514
Morocco,2,1.138,0,93.28
Mozambique,1,0.032,0,3.263
Myanmar,9,0.588,0,39.662
Namibia,5,0.394,0,24.401
Nepal,6,0.48,0,171.879
