country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0.283,0,16.004
Albania,4,0,0,7.992
Algeria,1,0.182,0,3.124
Andorra,0,0,0,12.942
Angola,8,0,0,0.213
Antigua and Barbuda,9,0,0,0
Argentina,0,0.266,0,15.864
Armenia,7,2.362,0,155.236
Australia,6,0,0,0.745
Austria,1,0,2.776,2.998
Azerbaijan,0,0.197,0,22.684
Bahamas,1,0,0,2.543
Bahrain,5,0,0,233.312
Bangladesh,0,0.14,0,15.32
Barbados,9,0,0,0
Belarus,7,0.529,0,95.88
Belgium,0,3.624,14.927,18.292
Belize,9,0,0,0
Benin,6,0,0,1.155
Bhutan,9,0,0,0
Bolivia,3,0.6,0,29.47
Bosnia and Herzegovina,4,0,0,7.01
Botswana,9,0,0,0
Brazil,7,5.288,0,126.685
Brunei,9,0,0,0
Bulgaria,6,0.288,2.878,1.151
Burkina Faso,9,0,0,0
Burundi,9,0,0,0
Cambodia,9,0,0,0
Cameroon,9,0.075,0,0
Canada,3,2.146,0,24.72
Cape Verde,3,0,0,26.979
Central African Republic,3,0,0,24.639
Chad,1,0,0,2.009
Chile,5,2.825,0,193.291
China,9,0,0,0.012
Colombia,3,0.609,0,25.981
Comoros,9,0,0,0
Congo,9,0,0,0
Costa Rica,1,0,0,4.319
Cote d'Ivoire,1,0,0,4.132
Croatia,2,0.244,0,0
Cuba,1,0,0,1.942
Cyprus,6,0,0,1.142
Czechia,1,0,1.401,5.229
Democratic Republic of Congo,1,0,0,1.932
Denmark,0,0,3.108,13.984
Djibouti,9,0,0,0
Dominica,9,0,0,0
Dominican Republic,3,0.277,0,42.681
Ecuador,4,1.19,0,5.668
Egypt,0,0.332,0,12.596
El Salvador,0,0.463,0,12.951
Equatorial Guinea,5,0,0,187.457
Eritrea,9,0,0,0
Estonia,4,0.754,1.508,6.031
Eswatini,9,0,0,0
Ethiopia,6,0.009,0,1.192
Fiji,9,0,0,0
Finland,4,0.18,1.805,5.956
France,0,0.797,20.345,8.564
Gabon,7,0.449,0,81.771
Gambia,9,0,0,0
Georgia,1,0,0,2.005
Germany,4,0.406,0,8.665
Ghana,4,0,0,10.073
