country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0.539,0,19.215
Albania,5,0.347,0,15.289
Algeria,6,0.205,0,2.394
Andorra,7,0,0,0
Angola,7,0.03,0,0.152
Antigua and Barbuda,7,0,0,0
Argentina,3,0.664,0,30.667
Armenia,9,6.074,0,191.008
Australia,7,0,0,0.157
Austria,2,0.111,1.554,3.22
Azerbaijan,3,0.592,0,34.717
Bahamas,7,0,0,0
Bahrain,0,1.763,0,274.45
Bangladesh,5,0.225,0,19.352
Barbados,7,0,0,0
Belarus,4,0.529,0,79.371
Belgium,8,0.604,7.679,12.252
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,2,0,0,3.888
Bolivia,4,1.799,0,75.73
Bosnia and Herzegovina,5,0,0,17.374
Botswana,7,0,0,0
Brazil,9,5.829,0,143.075
Brunei,7,0,0,0
Bulgaria,5,0.144,2.447,13.384
Burkina Faso,7,0,0,0.048
Burundi,7,0,0,0.168
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,1,0.874,0,11.632
Cape Verde,4,1.799,0,75.541
Central African Republic,5,0,0,13.251
Chad,7,0,0,0.122
Chile,0,9.05,0,294.828
China,7,0,0,0.005
Colombia,3,1.081,0,30.069
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,5,0,0,15.115
Cote d'Ivoire,1,0,0,8.454
Croatia,7,0,0,0
Cuba,7,0.088,0,0.706
Cyprus,6,0,0,1.142
Czechia,6,-0.187,1.121,2.895
Democratic Republic of Congo,6,0.022,0,1.396
Denmark,2,0,2.244,3.28
Djibouti,3,3.036,0,25.304
Dominica,7,0,0,0
Dominican Republic,4,1.014,0,57.984
Ecuador,7,0,0,0
Egypt,5,0.342,0,14.091
El Salvador,5,0.617,0,15.263
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,2,0,0,5.277
Eswatini,3,0,0,43.959
Ethiopia,6,0.043,0,1.427
Fiji,7,0,0,0
Finland,2,0.18,0.722,4.332
France,8,0.414,13.405,6.511
Gabon,3,0.449,0,39.538
Gambia,7,0,0,0
Georgia,7,0,0,1.003
Germany,6,0.239,0,2.017
Ghana,2,0,0,5.053
Greece,6,0,0,1.919
Grenada,7,0,0,0
Guatemala,5,1.005,0,18.978
Guinea,1,0,0,8.681
Guinea-Bissau,7,0,0,0
Guyana,6,0,0,2.543
Haiti,5,0.526,0,12.716
Honduras,3,0.404,0,31.198
Hungary,6,0.207,0,1.242
Iceland,7,0,0,0
India,1,0.287,0,7.92
Indonesia,2,0.15,0,3.579
International,7,0,0,0
Iran,3,0.929,0,26.407
Iraq,3,0.771,0,31.351
Ireland,6,1.62,5.468,1.418
Israel,5,0,0,22.067
Italy,2,0.877,3.903,6.268
Jamaica,6,0,0,2.026
Japan,7,0,0,0.324
Jordan,6,0,0,2.646
Kazakhstan,3,0,0,29.451
Kenya,6,0.056,0,2.25
Kosovo,5,0,0,15.004
Kuwait,9,0.937,0,142.604
Kyrgyzstan,1,0,0,11.189
Laos,7,0,0,0
Latvia,6,0,0,1.06
Lebanon,6,0.147,0,2.051
Lesotho,7,0,0,0
Liberia,6,0,0,2.57
Libya,6,0,0,2.183
Liechtenstein,7,0,0,0
Lithuania,1,0,0,6.979
Luxembourg,2,0,0,4.793
Madagascar,6,0,0,1.481
Malawi,6,0,0,1.359
Malaysia,7,0,0,0.958
Maldives,3,0,0,25.9
Mali,6,0.049,0,2.716
Malta,1,0,0,11.324
Marshall Islands,7,0,0,0
Mauritania,3,0.645,0,33.551
Mauritius,7,0,0,0
Mexico,3,4.553,0,37.151
Moldova,4,0.992,0,100.645
Monaco,7,0,0,0
Mongolia,7,0,0,0.915
Montenegro,7,0,0,0
Morocco,7,0,0,0.786
Mozambique,7,0,0,0.544
Myanmar,7,0,0,0.221
Namibia,7,0,0,0
Nepal,1,0,0,8.58
Netherlands,8,0.117,6.361,9.571
New Zealand,7,0,0,0
Nicaragua,7,0,0,0
Niger,7,0,0,0
Nigeria,2,0.024,0,3.304
North Macedonia,4,2.4,0,83.518
Norway,6,0.553,0,2.582
Oman,9,0.979,0,208.944
Pakistan,3,0.484,0,28.96
Palestine,7,0,0,0.392
Panama,9,1.159,0,161.538
Papua New Guinea,7,0,0,0
Paraguay,2,0,0,3.926
Peru,9,5.611,0,180.912
Philippines,2,0.082,0,4.043
Poland,1,0.238,0,9.486
Portugal,3,0.686,6.865,30.402
Qatar,0,1.041,0,512.311
Romania,8,0.468,7.953,12.32
Russia,4,1.179,0,60.143
Rwanda,6,0,0,1.39
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,7,0,0,0
Sao Tome and Principe,4,0,0,95.82
Saudi Arabia,4,1.092,0,107.227
Senegal,1,0.179,0,7.107
Serbia,1,0.147,0,10.434
Seychelles,7,0,0,0
Sierra Leone,6,0,0,2.883
Singapore,4,0,0,72.133
Slovakia,6,0,0,1.465
Slovenia,7,0,0,0
Solomon Islands,7,0,0,0
Somalia,2,0,0,3.838
South Africa,3,1.248,0,53.061
South Korea,6,0.02,0,1.092
South Sudan,2,0.447,0,5.896
Spain,1,0,0,9.133
Sri Lanka,7,0,0,0.374
Sudan,2,0.274,0,3.375
Suriname,3,0,0,40.911
Sweden,9,2.971,0,128.128
Switzerland,2,0.116,0,3.813
Syria,7,0,0,0.686
Taiwan,7,0,0,0
Tajikistan,1,0.105,0,7.444
Tanzania,7,0,0,0
Thailand,7,0,0,0
Timor,7,0,0,0
Togo,7,0,0,0.242
Trinidad and Tobago,7,0,0,0
Tunisia,7,0,0,0
Turkey,1,0.202,0,11.703
Uganda,7,0,0,0.306
Ukraine,5,0.526,0,15.8
United Arab Emirates,3,0.202,0,48.431
United Kingdom,8,1.12,5.745,14.834
United States,4,2.58,18.35,69.613
Uruguay,7,0,0,0
Uzbekistan,2,0,0,3.526
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,6,0,0,2.673
Vietnam,7,0,0,0
Yemen,6,0.235,0,1.039
Zambia,7,0,0,0
Zimbabwe,7,0,0,0.807
