country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0.18,0,6.242
Albania,7,3.127,0,247.064
Algeria,9,0.456,0,23.671
Andorra,3,0,0,867.146
Angola,5,0.122,0,3.164
Antigua and Barbuda,8,0,0,51.058
Argentina,7,5.332,0,228.605
Armenia,4,9.449,0,536.238
Australia,5,0,0,0.314
Austria,3,12.103,75.724,787.329
Azerbaijan,7,2.466,0,220.827
Bahamas,9,0,0,27.972
Bahrain,2,0,0,102.258
Bangladesh,0,0.128,0,12.818
Barbados,0,0,0,6.96
Belarus,6,0.741,0,138.528
Belgium,4,16.049,114.154,447.124
Belize,2,10.06,0,95.568
Benin,5,0,0,2.64
Bhutan,5,0,0,0
Bolivia,0,0.771,0,8.224
Bosnia and Herzegovina,4,14.326,0,497.742
Botswana,5,0,0,0
Brazil,6,3.557,0,160.383
Brunei,5,0,0,0
Bulgaria,4,16.838,45.046,566.746
Burkina Faso,5,0,0,0.861
Burundi,5,0,0,0.841
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,6,2.703,0,119.707
Cape Verde,8,1.799,0,71.944
Central African Republic,5,0,0,0
Chad,5,0,0,0.487
Chile,8,0.732,0,49.591
China,5,0,0,0.015
Colombia,6,3.577,0,135.114
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,7,1.963,0,279.146
Cote d'Ivoire,5,0,0,1.554
Croatia,3,9.256,0,791.909
Cuba,5,0,0,3.267
Cyprus,7,1.142,0,226.053
Czechia,4,16.995,85.816,514.988
Democratic Republic of Congo,5,0.011,0,0.581
Denmark,7,0.345,7.424,217.016
Djibouti,5,0,0,2.024
Dominica,5,0,0,0
Dominican Republic,8,0.277,0,42.405
Ecuador,8,1.53,0,64.955
Egypt,5,0.137,0,3.215
El Salvador,8,0.617,0,45.635
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,7,0.754,10.554,204.291
Eswatini,9,0,0,17.239
Ethiopia,0,0.113,0,4.636
Fiji,5,0,0,0
Finland,8,0.541,2.166,51.979
France,4,6.526,72.909,437.145
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,3,9.275,0,863.086
Germany,7,3.008,0,283.193
Ghana,5,0,0,2.607
Greece,7,5.756,0,307.875
Grenada,9,0,0,26.662
Guatemala,9,3.405,0,36.337
Guinea,5,0,0,4.493
Guinea-Bissau,5,0,0,1.016
Guyana,9,2.543,0,30.513
Haiti,5,0,0,0
Honduras,5,0,0,0
Hungary,4,10.248,0,444.083
Iceland,9,0,11.722,32.234
India,9,0.424,0,33.026
Indonesia,0,0.402,0,15.593
International,5,0,0,0
Iran,6,5.715,0,159.787
Iraq,8,1.069,0,58.4
Ireland,2,2.228,6.683,75.337
Israel,2,0.809,0,91.849
Italy,4,12.454,60.699,566.969
Jamaica,9,0.675,0,20.262
Japan,9,0.103,0,17.632
Jordan,3,5.881,0,777.506
Kazakhstan,8,2.45,0,54.855
Kenya,9,0.205,0,17.798
Kosovo,3,13.97,0,729.521
Kuwait,2,2.107,0,105.841
Kyrgyzstan,8,0.766,0,65.142
Laos,5,0,0,0
Latvia,7,2.651,0,234.333
Lebanon,7,1.905,0,305.328
Lesotho,5,0,0,2.801
Liberia,5,0,0,3.164
Libya,2,1.746,0,76.987
Liechtenstein,1,0,0,1284.841
Lithuania,3,8.816,0,710.431
Luxembourg,1,12.78,70.29,1424.975
Madagascar,5,0,0,0
Malawi,5,0,0,1.464
Malaysia,9,0.124,0,20.392
Maldives,8,0,0,53.65
Mali,5,0,0,2.617
Malta,4,4.53,0,391.811
Marshall Islands,5,0,0,0
Mauritania,5,0.43,0,3.441
Mauritius,5,0,0,2.359
Mexico,9,3.894,0,30.388
Moldova,4,4.462,0,398.368
Monaco,7,0,0,203.853
Mongolia,0,0,0,15.252
Montenegro,3,14.33,0,1017.415
Morocco,6,2.194,0,146.056
Mozambique,5,0.032,0,2.016
Myanmar,9,0.459,0,29.259
Namibia,9,0,0,17.317
Nepal,8,0.412,0,49.491
Netherlands,7,4.844,34.549,274.003
New Zealand,5,0,0,0.415
Nicaragua,5,0,0,0
Niger,5,0,0,0.165
Nigeria,5,0,0,1.145
North Macedonia,3,10.08,0,672.945
Norway,6,0.369,0,121.005
Oman,2,1.958,0,80.484
Pakistan,0,0.081,0,11.531
Palestine,7,1.764,0,245.226
Panama,7,3.245,0,257.72
Papua New Guinea,5,0,0,0.224
Paraguay,2,1.542,0,109.639
Peru,8,1.395,0,50.437
Philippines,0,0.867,0,12.584
Poland,4,15.933,0,525.358
Portugal,4,7.748,42.367,577.736
Qatar,2,0,0,76.014
Romania,4,8.733,61.026,533.796
Russia,6,3.077,0,141.961
Rwanda,5,0,0,2.779
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,9,0,0,27.229
Saint Vincent and the Grenadines,5,0,0,0
Samoa,0,0,0,5.04
San Marino,1,29.465,0,2003.654
Sao Tome and Principe,5,0,0,0
Saudi Arabia,0,0.517,0,8.33
Senegal,5,0,0,1.015
Serbia,3,3.968,0,824.884
Seychelles,5,0,0,0
Sierra Leone,5,0,0,0.627
Singapore,5,0,0,0.855
Slovakia,7,4.03,0,240.126
Slovenia,3,20.684,100.051,975.02
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,8,2.091,0,48.694
South Korea,0,0.039,0,6.69
South Sudan,5,0,0,0
Spain,7,7.507,66.731,327.624
Sri Lanka,0,0.14,0,15.271
Sudan,5,0,0,0
Suriname,0,0,0,6.819
Sweden,4,9.506,0,396.761
Switzerland,3,11.67,0,706.444
Syria,0,0.229,0,4.743
Taiwan,5,0,0,0.084
Tajikistan,5,0.105,0,4.404
Tanzania,5,0,0,0
Thailand,5,0,0,0.115
Timor,5,0,0,0
Togo,5,0.121,0,3.624
Trinidad and Tobago,9,0,0,32.155
Tunisia,6,8.123,0,173.371
Turkey,8,1.375,0,49.977
Uganda,0,0.153,0,7.477
Ukraine,7,6.014,0,291.857
United Arab Emirates,6,0.404,0,130.632
United Kingdom,7,7.792,21.065,289.382
United States,4,5.731,47.003,515.141
Uruguay,9,0,0,25.333
Uzbekistan,0,0.06,0,6.274
Vanuatu,5,0,0,0
Vatican,5,0,0,0
Venezuela,0,0.07,0,10.55
Vietnam,5,0,0,0.123
Yemen,5,0,0,0.067
Zambia,5,0.163,0,2.013
Zimbabwe,5,0.067,0,2.422
