country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0.334,0,5.395
Albania,0,2.78,0,223.782
Algeria,1,0.456,0,23.375
Andorra,9,0,0,996.57
Angola,6,0.061,0,2.404
Antigua and Barbuda,3,0,0,10.212
Argentina,0,6.24,0,190.128
Armenia,8,12.824,0,527.464
Australia,6,0,0,0.471
Austria,8,9.993,78.722,644.209
Azerbaijan,4,2.959,0,342.138
Bahamas,1,0,0,22.886
Bahrain,2,0,0,99.319
Bangladesh,3,0.237,0,13.091
Barbados,5,0,0,3.48
Belarus,0,0.741,0,158.318
Belgium,0,11.993,92.41,273.003
Belize,0,10.06,0,221.316
Benin,5,0,0,4.784
Bhutan,6,0,0,0
Bolivia,3,0.428,0,11.051
Bosnia and Herzegovina,8,10.668,0,484.331
Botswana,6,0,0,0
Brazil,0,3.077,0,225.339
Brunei,6,0,0,0
Bulgaria,8,20.292,59.006,534.22
Burkina Faso,6,0,0,0.957
Burundi,6,0,0,0
Cambodia,6,0,0,0
Cameroon,6,0.038,0,1.733
Canada,2,1.51,0,131.365
Cape Verde,0,0,0,226.624
Central African Republic,6,0,0,0
Chad,6,0,0,0.365
Chile,7,0.366,0,52.573
China,6,0,0,0.074
Colombia,0,3.596,0,166.991
Comoros,6,0,0,0
Congo,6,0,0,0
Costa Rica,0,2.356,0,261.086
Cote d'Ivoire,6,0,0,0.455
Croatia,9,13.641,0,877.653
Cuba,5,0,0,6.71
Cyprus,4,1.142,0,289.988
Czechia,0,10.459,70.688,250.351
Democratic Republic of Congo,6,0,0,0.614
Denmark,0,0.863,7.251,204.24
Djibouti,6,0,0,1.012
Dominica,6,0,0,0
Dominican Republic,1,0.184,0,26.272
Ecuador,7,1.36,0,45.004
Egypt,5,0.117,0,3.567
El Salvador,6,0,0,0
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0
Estonia,4,2.262,14.323,287.967
Eswatini,1,0,0,21.549
Ethiopia,5,0.026,0,4.506
Fiji,6,0,0,0
Finland,7,0.722,3.79,65.515
France,0,5.76,63.364,241.262
Gabon,3,0,0,10.334
Gambia,6,0,0,0.414
Georgia,8,8.523,0,769.833
Germany,4,4.512,0,390.134
Ghana,6,0,0,1.319
Greece,0,8.347,0,206.369
Grenada,6,0,0,0
Guatemala,1,0.447,0,35.723
Guinea,5,0.076,0,5.026
Guinea-Bissau,6,0,0,0
Guyana,7,0,0,59.754
Haiti,6,0,0,1.666
Honduras,2,1.918,0,91.372
Hungary,4,10.973,0,393.982
Iceland,1,0,5.861,41.026
India,1,0.38,0,32.238
Indonesia,1,0.417,0,20.232
International,6,0,0,0
Iran,0,5.584,0,164.811
Iraq,7,1.367,0,60.613
Ireland,7,1.013,7.291,52.048
Israel,2,0.578,0,124.66
Italy,4,11.941,63.643,427.576
Jamaica,1,1.351,0,22.289
Japan,3,0.158,0,15.41
Jordan,8,6.077,0,492.495
Kazakhstan,7,2.61,0,54.536
Kenya,3,0.149,0,15.064
Kosovo,4,4.657,0,364.243
Kuwait,2,0.234,0,98.816
Kyrgyzstan,2,1.533,0,123.387
Laos,6,0,0,0
Latvia,4,4.771,0,307.496
