country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,9,0,0,0.128
Albania,8,0.347,0,55.251
Algeria,1,0.182,0,3.58
Andorra,6,0,0,776.548
Angola,1,0.122,0,2.951
Antigua and Barbuda,8,0,0,51.058
Argentina,5,6.881,0,324.964
Armenia,5,1.012,0,179.534
Australia,9,0.118,0,0.471
Austria,2,0.111,11.103,76.39
Azerbaijan,7,0.099,0,14.202
Bahamas,5,0,0,246.664
Bahrain,5,0.588,0,252.118
Bangladesh,7,0.2,0,8.477
Barbados,9,0,0,0
Belarus,8,0.529,0,42.543
Belgium,5,1.208,14.064,273.952
Belize,5,2.515,0,221.316
Benin,9,0,0,0
Bhutan,4,0,0,1.296
Bolivia,8,3.769,0,43.091
Bosnia and Herzegovina,2,3.048,0,68.885
Botswana,9,0,0,0
Brazil,9,0,0,0
Brunei,9,0,0,0
Bulgaria,2,1.871,7.196,72.39
Burkina Faso,4,0.048,0,1.674
Burundi,9,0,0,0.252
Cambodia,9,0,0,0
Cameroon,1,0.075,0,3.24
Canada,2,2.597,0,56.277
Cape Verde,3,1.799,0,142.089
Central African Republic,9,0,0,0
Chad,9,0,0,0.487
Chile,3,2.354,0,96.253
China,9,0,0,0.012
Colombia,3,3.95,0,121.711
Comoros,9,0,0,0
Congo,9,0,0,0
Costa Rica,5,2.552,0,196.501
Cote d'Ivoire,4,0,0,1.441
Croatia,2,1.705,0,81.115
Cuba,1,0,0,4.238
Cyprus,0,0,0,19.409
Czechia,5,1.961,22.878,354.469
Democratic Republic of Congo,9,0,0,0.491
Denmark,3,0.173,2.244,92.538
Djibouti,9,0,0,0
Dominica,9,0,0,0
Dominican Republic,2,0.83,0,57.338
Ecuador,8,3.514,0,53.846
Egypt,4,0.098,0,1.456
El Salvador,9,0.771,0,0
Equatorial Guinea,9,0,0,0
Eritrea,9,0,0,0
Estonia,8,0.754,1.508,42.969
Eswatini,0,0,0,18.101
Ethiopia,7,0.026,0,7.742
Fiji,9,0,0,0
Finland,0,0.18,0.722,25.448
France,5,2.099,19.457,190.659
Gabon,7,0,0,13.928
Gambia,9,0.828,0,0.414
Georgia,3,1.253,0,113.557
Germany,8,0.107,0,33.837
Ghana,4,0,0,1.223
Greece,8,0.48,0,44.133
Grenada,9,0,0,0
Guatemala,8,0.335,0,38.012
Guinea,1,0,0,6.32
Guinea-Bissau,0,0,0,19.309
Guyana,8,3.814,0,49.583
Haiti,4,0,0,0.965
Honduras,2,0.606,0,67.746
Hong Kong,9,0,0,0
Hungary,3,1.76,0,136.848
Iceland,3,0,0,117.216
India,2,0.775,0,57.591
Indonesia,7,0.424,0,15.783
International,9,0,0,0
Iran,8,2.226,0,42.289
Iraq,3,1.666,0,118.963
Ireland,3,-1.013,4.253,94.374
Israel,6,2.888,0,815.431
Italy,8,0.38,4.863,41.332
Jamaica,8,1.689,0,50.318
Japan,1,0.087,0,4.143
Jordan,8,0.98,0,53.807
Kazakhstan,7,0.107,0,15.871
Kenya,1,0.26,0,3.905
Kosovo,0,0,0,21.73
Kuwait,3,0.702,0,96.24
Kyrgyzstan,8,0,0,32.954
Laos,9,0,0,0
Latvia,8,0.53,0,40.823
Lebanon,5,1.758,0,189.145
Lesotho,0,0.467,0,19.139
Liberia,9,0,0,0.593
Libya,2,1.601,0,74.076
Liechtenstein,0,0,0,26.221
Lithuania,2,0.367,0,63.182
Luxembourg,5,0,4.793,182.116
Madagascar,4,0,0,1.408
Malawi,9,0,0,0.209
Malaysia,7,0,0,8.867
Maldives,2,0,0,81.4
Mali,4,0,0,1.235
Malta,3,4.53,0,99.651
Marshall Islands,9,0,0,0
Mauritania,4,0.215,0,1.29
Mauritius,1,0,0,3.145
Mexico,8,3.211,0,37.035
Moldova,5,1.983,0,235.996
Monaco,8,0,0,50.963
Mongolia,9,0,0,0
Montenegro,6,3.184,0,1119.316
Morocco,2,0.921,0,68.3
Mozambique,1,0.064,0,2.911
Myanmar,0,0.588,0,20.989
Namibia,8,0,0,42.111
Nepal,3,0.378,0,93.421
Netherlands,5,0.7,10.738,226.614
New Zealand,9,0,0,0.207
Nicaragua,9,0,0,0
Niger,9,0,0,0.041
Nigeria,9,0,0,0.611
North Macedonia,3,2.88,0,107.998
Norway,0,0.184,0,24.902
Oman,9,0,0,0
Pakistan,4,0.036,0,2.503
Palestine,2,0.588,0,87.035
Panama,3,4.403,0,143.693
Papua New Guinea,9,0,0,0
Paraguay,3,2.944,0,124.079
Peru,3,2.184,0,105.181
Philippines,0,0.493,0,23.718
Poland,2,0.713,0,60.56
Portugal,2,0.588,10.494,87.087
Qatar,2,0.347,0,71.154
Romania,3,2.755,29.681,121.792
Russia,2,1.268,0,63.686
Rwanda,9,0,0,0.309
Saint Kitts and Nevis,9,0,0,0
Saint Lucia,9,0,0,0
Saint Vincent and the Grenadines,9,0,0,0
Samoa,9,0,0,0
San Marino,9,0,0,0
Sao Tome and Principe,9,0,0,0
Saudi Arabia,7,0.833,0,13.816
Senegal,4,0.06,0,1.911
Serbia,7,0.147,0,10.728
Seychelles,7,0,0,10.169
Sierra Leone,4,0,0,1.755
Singapore,4,0,0,1.709
Slovakia,3,1.099,0,124.367
Slovenia,3,0.962,7.215,114.482
Solomon Islands,9,0,0,0
Somalia,9,0,0,0
South Africa,0,0.725,0,29.49
South Korea,4,0.078,0,1.463
South Sudan,4,0.089,0,0.983
Spain,5,2.417,33.494,242.221
Sri Lanka,9,0,0,0.28
Sudan,9,0,0,0
Suriname,7,0,0,13.637
Sweden,2,0.198,0,66.143
Switzerland,2,0.116,0,63.781
Syria,4,0.057,0,2.4
Taiwan,9,0,0,0.084
Tajikistan,1,0,0,4.299
Tanzania,9,0,0,0
Thailand,9,0,0,0.115
Timor,9,0,0,0
Togo,4,0,0,1.087
Trinidad and Tobago,8,0,0,42.158
Tunisia,3,0.508,0,110.673
Turkey,0,0.747,0,17.098
Uganda,1,0.087,0,4.46
Ukraine,3,1.578,0,108.635
United Arab Emirates,3,0.303,0,119.409
United Kingdom,3,0.972,5.421,103.026
United States,3,2.807,18.713,164.558
Uruguay,7,0,0,10.364
Uzbekistan,7,0.03,0,7.888
Vanuatu,9,0,0,0
Vatican,9,0,0,0
Venezuela,0,0.281,0,27.817
Vietnam,9,0,0,0.01
Yemen,9,0.067,0,0.034
Zambia,4,0,0,1.523
Zimbabwe,9,0,0,0.538
