country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,2,0.334,0,4.778
Albania,7,6.602,0,258.531
Algeria,0,0.342,0,25.837
Andorra,6,0,0,608.296
Angola,2,0.03,0,3.286
Antigua and Barbuda,5,0,0,0
Argentina,8,6.859,0,158.51
Armenia,7,8.774,0,274.362
Australia,5,0,0,0.392
Austria,6,13.102,78.167,485.988
Azerbaijan,7,3.353,0,359.595
Bahamas,1,0,0,73.745
Bahrain,1,0.588,0,76.399
Bangladesh,3,0.194,0,13.541
Barbados,2,0,0,6.96
Belarus,8,0.847,0,155.673
Belgium,8,15.79,95.344,164.026
Belize,8,12.575,0,216.286
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,3,1.028,0,9.68
Bosnia and Herzegovina,7,15.85,0,361.496
Botswana,5,0,0,0
Brazil,8,2.964,0,146.312
Brunei,5,0,0,2.286
Bulgaria,6,22.595,56.416,630.645
Burkina Faso,5,0,0,0.144
Burundi,5,0,0,0.757
Cambodia,5,0,0,0.06
Cameroon,5,0.038,0,1.017
Canada,8,2.809,0,139.95
Cape Verde,8,0,0,176.263
Central African Republic,5,0,0,0
Chad,5,0,0,0.061
Chile,0,1.308,0,52.678
China,5,0,0,0.059
Colombia,8,3.891,0,147.692
Comoros,3,0,0,12.65
Congo,5,0,0,0
Costa Rica,8,4.122,0,175.693
Cote d'Ivoire,5,0,0,0.303
Croatia,6,11.449,0,565.858
Cuba,2,0.088,0,6.268
Cyprus,7,2.283,0,287.704
Czechia,6,12.98,76.104,550.566
Democratic Republic of Congo,5,0.022,0,0.357
Denmark,8,1.381,6.906,236.007
Djibouti,5,0,0,1.012
Dominica,5,0,0,0
Dominican Republic,0,0.184,0,25.996
Ecuador,0,2.211,0,27.886
Egypt,2,0.127,0,3.528
El Salvador,0,0.771,0,49.644
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,8,1.508,12.815,153.03
Eswatini,3,0,0,12.067
Ethiopia,2,0.087,0,3.375
Fiji,2,0,0,3.347
Finland,1,0,0,63.71
France,8,15.504,65.524,156.051
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,4,9.776,0,784.122
Germany,8,4.44,0,195.383
Ghana,2,0,0,7.82
Greece,8,9.69,0,204.451
Grenada,5,0,0,0
Guatemala,0,0.391,0,34.997
Guinea,5,0,0,1.675
Guinea-Bissau,5,0,0,0
Guyana,0,1.271,0,44.498
Haiti,5,0,0,0.438
Honduras,5,0,0,0
Hungary,7,12.111,0,406.714
Iceland,0,0,5.861,26.374
India,0,0.349,0,32.156
Indonesia,3,0.399,0,15.326
International,5,0,0,0
Iran,8,5.75,0,163.359
Iraq,0,0.87,0,56.983
Ireland,0,1.013,7.493,44.352
Israel,1,0.693,0,99.012
Italy,7,14.108,63.114,384.16
Jamaica,0,1.351,0,26.679
Japan,3,0.111,0,9.741
Jordan,6,7.645,0,449.469
Kazakhstan,1,0.053,0,75.519
Kenya,3,0.316,0,13.52
Kosovo,7,6.726,0,315.091
Kuwait,1,0.468,0,94.133
Kyrgyzstan,1,0.613,0,73.726
Laos,5,0,0,0
Latvia,8,6.892,0,242.286
Lebanon,8,3.37,0,174.055
Lesotho,5,0,0,2.801
Liberia,5,0,0,0
Libya,1,1.164,0,102.892
Liechtenstein,0,26.221,0,52.443
Lithuania,6,6.245,0,428.683
Luxembourg,6,15.975,68.693,595.869
Madagascar,5,0,0,0
Malawi,5,0,0,0.418
Malaysia,1,0.124,0,67.602
Maldives,1,0,0,96.2
Mali,2,0.099,0,4.494
Malta,7,9.059,0,301.219
Marshall Islands,5,0,0,0
Mauritania,2,0,0,5.592
Mauritius,5,0,0,0
Mexico,1,6.306,0,83.718
Moldova,7,4.71,0,301.193
Monaco,1,0,0,101.926
Mongolia,2,0,0,8.236
Montenegro,4,9.553,0,907.554
Morocco,1,1.978,0,108.343
Mozambique,2,0.032,0,3.903
Myanmar,0,0.349,0,31.814
Namibia,3,0,0,16.136
