country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,6,0,0,1.13
Albania,2,1.39,0,51.776
Algeria,3,0.091,0,3.215
Andorra,7,0,0,0
Angola,6,0.061,0,0.974
Antigua and Barbuda,7,0,0,0
Argentina,8,4.934,0,169.662
Armenia,8,1.687,0,192.695
Australia,7,0,0,0.51
Austria,5,0.444,11.436,79.277
Azerbaijan,0,0.099,0,12.822
Bahamas,8,0,0,195.805
Bahrain,8,1.175,0,206.866
Bangladesh,3,0.14,0,6.831
Barbados,0,0,0,10.439
Belarus,7,0,0,0
Belgium,8,1.726,16.049,225.374
Belize,5,2.515,0,128.263
Benin,7,0,0,0
Bhutan,0,0,0,19.44
Bolivia,4,2.399,0,25.615
Bosnia and Herzegovina,5,2.438,0,115.52
Botswana,7,0,0,0
Brazil,4,1.717,0,39.782
Brunei,7,0,0,0
Bulgaria,0,0.432,8.059,9.93
Burkina Faso,7,0,0,0.622
Burundi,7,0,0,0
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,2,1.192,0,56.727
Cape Verde,5,5.396,0,115.11
Central African Republic,7,0,0,0
Chad,7,0.061,0,0.183
Chile,5,3.139,0,89.348
China,7,0,0,0.017
Colombia,8,3.066,0,135.704
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,7,0,0,0
Cote d'Ivoire,6,0,0,1.251
Croatia,2,1.218,0,62.846
Cuba,6,0,0,2.56
Cyprus,0,0,0,14.842
Czechia,8,1.494,24.746,171.912
Democratic Republic of Congo,7,0,0,0.089
Denmark,2,0.691,3.108,65.433
Djibouti,6,0,0,1.012
Dominica,7,0,0,0
Dominican Republic,2,0.553,0,51.07
Ecuador,4,2.834,0,38.712
Egypt,6,0.107,0,1.055
El Salvador,0,0.925,0,14.184
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,4,0,3.015,22.615
Eswatini,4,0,0,33.616
Ethiopia,3,0.07,0,8.342
Fiji,7,0,0,0
Finland,4,0,0,26.531
France,7,0,20.452,0
Gabon,7,0,0,0
Gambia,6,0,0,1.655
Georgia,8,0.501,0,138.876
Germany,0,0.024,0,18.452
Ghana,6,0,0,0.837
Greece,4,0.384,0,21.971
Grenada,7,0,0,0
Guatemala,0,0.447,0,12.001
Guinea,6,0,0,1.447
Guinea-Bissau,7,0,0,0
Guyana,8,2.543,0,158.92
Haiti,7,0,0,0.702
Honduras,5,2.322,0,84.91
Hong Kong,7,0,0,0
Hungary,5,1.035,0,88.817
Iceland,8,0,0,143.59
India,2,0.654,0,53.943
Indonesia,0,0.351,0,14.595
International,7,0,0,0
Iran,2,2.512,0,43.492
Iraq,5,1.293,0,79.806
Ireland,2,0,4.253,73.717
Israel,1,4.159,0,339.32
Italy,4,0.298,5.011,42.638
Jamaica,4,0.338,0,33.771
Japan,3,0.032,0,3.171
Jordan,5,1.274,0,87.326
Kazakhstan,0,0,0,14.06
Kenya,3,0.056,0,4.519
Kosovo,4,0,0,28.974
Kuwait,5,0.937,0,132.769
Kyrgyzstan,4,0,0,37.399
Laos,7,0,0,0
Latvia,4,0,0,35.521
Lebanon,8,1.172,0,144.753
Lesotho,6,0,0,1.4
Liberia,7,0,0,0.198
Libya,5,2.037,0,105.075
Liechtenstein,5,0,0,78.664
Lithuania,4,0,0,38.203
Luxembourg,7,0,3.195,0
Madagascar,6,0,0,1.047
Malawi,7,0,0,0.157
Malaysia,3,0,0,9.053
Maldives,5,0,0,120.25
Mali,7,0,0,0.691
Malta,8,2.265,0,149.477
Marshall Islands,7,0,0,0
Mauritania,7,0,0,0.645
Mauritius,7,0,0,0
Mexico,4,1.613,0,28.79
Moldova,8,3.223,0,171.296
Monaco,7,0,0,0
Mongolia,7,0,0,0.305
Montenegro,1,7.961,0,307.295
Morocco,2,1.002,0,55.377
Mozambique,3,0.064,0,4.703
Myanmar,4,0.754,0,23.727
Namibia,0,0,0,21.252
Nepal,5,0.24,0,77.325
Netherlands,8,0.292,11.964,235.31
New Zealand,7,0,0,0.207
Nicaragua,7,0,0,0
Niger,7,0,0,0
Nigeria,7,0,0,0.281
North Macedonia,5,1.44,0,90.238
Norway,0,0,0,17.524
Oman,1,8.225,0,525.788
Pakistan,7,0,0,0
Palestine,5,0.196,0,82.33
Panama,8,2.086,0,146.705
Papua New Guinea,7,0,0,0
Paraguay,5,2.243,0,102.348
Peru,7,0,0,0
Philippines,4,0.894,0,28.901
Poland,2,0.687,0,51.101
Portugal,5,0.981,10.297,88.656
Qatar,2,0,0,55.188
Romania,5,2.911,31.085,95.386
Russia,2,0.733,0,71.1
Rwanda,6,0,0,1.081
