country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,7,0.077,0,0.771
Albania,3,0,0,7.645
Algeria,5,0.205,0,2.03
Andorra,8,12.942,0,51.77
Angola,7,0,0,0
Antigua and Barbuda,7,0,0,0
Argentina,5,0.089,0,2.257
Armenia,2,0.675,0,16.199
Australia,7,0,0,0.51
Austria,1,1.999,21.54,5.107
Azerbaijan,5,0,0,3.748
Bahamas,2,0,0,12.715
Bahrain,2,0,0,15.28
Bangladesh,5,0.061,0,2.987
Barbados,7,0,0,0
Belarus,8,0.423,0,48.363
Belgium,4,12.511,93.101,128.305
Belize,7,0,0,0
Benin,5,0,0,1.567
Bhutan,7,0,0,0
Bolivia,5,0.086,0,3.769
Bosnia and Herzegovina,3,0.305,0,7.315
Botswana,7,0,0,0
Brazil,3,0.588,0,9.828
Brunei,7,0,0,0
Bulgaria,3,0.144,5.181,5.037
Burkina Faso,7,0.096,0,0.239
Burundi,7,0,0,0
Cambodia,7,0,0,0
Cameroon,3,0,0,5.5
Canada,8,4.292,0,53.654
Cape Verde,3,0,0,10.792
Central African Republic,7,0,0,0
Chad,7,0,0,0
Chile,2,0.314,0,21.919
China,7,0,0,0.008
Colombia,5,0.197,0,3.636
Comoros,7,0,0,0
Congo,5,0,0,3.081
Costa Rica,7,0.196,0,0.393
Cote d'Ivoire,7,0,0,0
Croatia,5,0,0,2.436
Cuba,5,0.177,0,4.591
Cyprus,3,0,0,5.708
Czechia,2,0.747,7.284,14.38
Democratic Republic of Congo,7,0,0,0.056
Denmark,1,1.554,14.502,22.617
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,0,0.83,0,26.18
Ecuador,0,1.87,0,37.408
Egypt,5,0.107,0,1.847
El Salvador,5,0,0,2.621
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,1,0,10.554,5.277
Eswatini,5,0,0,1.724
Ethiopia,7,0,0,0.026
Fiji,7,0,0,1.116
Finland,1,0.722,12.092,15.341
France,4,8.38,85.548,36.493
Gabon,3,0,0,4.942
Gambia,7,0,0,0
Georgia,5,0,0,2.005
Germany,2,3.294,0,22.451
Ghana,7,0,0,0
Greece,7,0.288,0,0.959
Grenada,7,0,0,0
Guatemala,5,0,0,1.786
Guinea,5,0,0,3.274
Guinea-Bissau,7,0,0,0
Guyana,7,0,0,0
Haiti,7,0,0,0.877
Honduras,7,0,0,0.505
Hungary,3,1.035,0,7.039
Iceland,1,2.93,14.652,5.861
India,7,0.024,0,0.67
Indonesia,7,0.029,0,0.676
International,7,0,0,0
Iran,2,1.083,0,15.406
Iraq,7,0,0,0.87
Ireland,4,15.594,28.15,81.21
Israel,0,0.693,0,34.544
Italy,4,7.509,42.556,37.313
Jamaica,2,0,0,16.885
Japan,5,0.158,0,2.72
Jordan,7,0,0,0.784
